CumOil12Month,rowID,Operator,Reservoir,LateralLength_FT,ProppantIntensity_LBSPerFT,FluidIntensity_BBLPerFT
173622.390625,1942,PXD,WOLFCAMP B,7181,1990,43
233195.859375,1943,PXD,WOLFCAMP A,7172,2019,49
155196.3125,1944,PXD,WOLFCAMP A,7322,2043,48
164217.90625,1957,PXD,WOLFCAMP A,7207,1386,38
133732.140625,1958,PXD,WOLFCAMP A,7208,1381,38
101606.5078125,1959,PXD,WOLFCAMP B,7142,1228,33
125697.1484375,1960,PXD,WOLFCAMP B,7380,1110,31
88651.4453125,1961,PXD,WOLFCAMP B,7327,2135,39
106242.8203125,1962,PXD,WOLFCAMP A,7160,1151,41
89770.3125,1963,PXD,WOLFCAMP B,7377,1056,36
64157.18359375,1964,PXD,WOLFCAMP A,7118,982,37
61877.140625,1965,PXD,WOLFCAMP B,7193,795,33
70548.1953125,1966,PXD,WOLFCAMP A,7161,1002,37
94476.546875,1967,PXD,WOLFCAMP B,7207,1652,53
79375.25,1968,PXD,WOLFCAMP B,7230,1608,52
94052.53125,1969,PXD,WOLFCAMP A,6936,1275,42
105744.671875,1970,PXD,WOLFCAMP A,7102,1279,43
119657.9609375,1971,PXD,WOLFCAMP B,7281,1385,40
86475.9765625,1972,PXD,WOLFCAMP B,7239,1498,40
112014.5859375,1973,PXD,WOLFCAMP B,7352,1688,54
106215.3125,1974,PXD,WOLFCAMP B,7202,1671,53
144645.671875,1975,PXD,WOLFCAMP A,7679,1715,48
123693.6953125,1976,PXD,WOLFCAMP A,7679,1724,48
113330.65625,1977,PXD,WOLFCAMP A,7230,1731,45
98014.4375,1978,PXD,WOLFCAMP B,7203,1271,41
109172.8046875,1979,PXD,WOLFCAMP A,7207,1727,46
91706.265625,1980,PXD,SPRABERRY LOWER,7429,1465,39
99302.171875,1981,PXD,SPRABERRY LOWER,7197,1424,47
157900.265625,1982,PXD,WOLFCAMP A,7597,1230,41
124972,1983,PXD,WOLFCAMP A,7597,1232,42
199529.46875,1984,PXD,WOLFCAMP B,7142,1059,33
93086.234375,1985,PXD,WOLFCAMP D,6962,1248,34
67028.21875,1986,PXD,WOLFCAMP B,7382,1195,32
93442.390625,1988,SM,SPRABERRY LOWER,7830,1826,59
145946.390625,1989,SM,SPRABERRY LOWER,7828,1865,58
72418.71875,1990,SM,SPRABERRY LOWER,7819,1870,57
148158.171875,1991,SM,WOLFCAMP A,7810,1838,59
197310.84375,1992,SM,WOLFCAMP A,7832,1867,59
155981.484375,1993,SM,WOLFCAMP A,7839,1863,59
1,1997,CPE,SPRABERRY LOWER,4917,1445,39
77126.98,1998,CPE,WOLFCAMP A,7581,2008,56
88211.61,1999,CPE,WOLFCAMP B,7598,1949,56
15402,2000,ENDVR,WOLFCAMP A,3080,1061,32
117619.328125,2001,COP,WOLFCAMP B,5315,1428,37
39057.05078125,2002,COP,SPRABERRY LOWER,5240,1439,39
63193.19921875,2003,COP,SPRABERRY MIDDLE,5315,1413,33
86009.2421875,2004,COP,WOLFCAMP A,4816,1493,39
64387.20703125,2005,COP,SPRABERRY LOWER,4517,1403,35
55289.62890625,2006,COP,SPRABERRY LOWER,4517,1638,34
54504.4375,2007,COP,WOLFCAMP A,4517,1626,33
47030.86328125,2008,COP,WOLFCAMP A,4517,1662,34
74068.7890625,2009,COP,SPRABERRY LOWER,4335,2063,40
117067.6953125,2010,COP,DEAN,4415,1975,39
80537.0234375,2011,COP,SPRABERRY MIDDLE,4266,1967,40
100569.4921875,2012,COP,SPRABERRY LOWER,4335,1964,36
40301.51953125,2013,LPI,WOLFCAMP C,6951,1110,33
45605.484375,2014,LPI,WOLFCAMP A,7103,1085,32
62354.76953125,2015,LPI,WOLFCAMP C,6946,1111,32
66921.2265625,2016,LPI,WOLFCAMP A,6870,1123,33
68204.9765625,2017,LPI,WOLFCAMP A,7027,1102,3
28797.75,2018,LPI,WOLFCAMP C,7022,1102,37
72716.25,2019,LPI,WOLFCAMP A,7022,1102,37
49112.9765625,2020,LPI,WOLFCAMP C,7063,1113,33
55256.0234375,2021,LPI,WOLFCAMP A,7027,1100,33
33169.76953125,2022,LPI,WOLFCAMP C,6939,1113,32
96376.234375,2023,LPI,WOLFCAMP A,7022,1100,32
51419.66796875,2025,LPI,WOLFCAMP A,3536,769,30
126175.671875,2026,LPI,WOLFCAMP A,7029,1783.5,32
46112.4296875,2027,LPI,WOLFCAMP A,6908,1200,37
88672.1484375,2035,ENDVR,WOLFCAMP B,7201,1635,44
84806.8515625,2036,ENDVR,WOLFCAMP C,7211,1632,43
25954.5859375,2037,FANG,SPRABERRY LOWER,4957,1286,42
24487.408203125,2038,FANG,SPRABERRY LOWER,4978,1272,42
101499.0078125,2039,LPI,WOLFCAMP A,7534,1107,32
107441,2056,LPI,WOLFCAMP B,6791,3260,10
101860.0078125,2060,LPI,WOLFCAMP A,7501,1112,33
85906,2061,LPI,WOLFCAMP B,6968,1898,56
2481.03637695313,2064,JO MILL,SPRABERRY LOWER,3471,49,2
1.68122031027451e-04,2065,JO MILL,SPRABERRY LOWER,1539,41,1
1.68122031027451e-04,2066,JO MILL,SPRABERRY LOWER,1539,65,2
7828.2236328125,2067,JO MILL,SPRABERRY LOWER,2000,33,1
38676.984375,2068,JO MILL,SPRABERRY LOWER,1487,84,3
38676.984375,2069,JO MILL,SPRABERRY LOWER,1796,35,1
10942.9013671875,2070,JO MILL,SPRABERRY LOWER,2192,65,2
11946.2890625,2071,JO MILL,SPRABERRY LOWER,2197,66,15
31432.1484375,2072,JO MILL,SPRABERRY LOWER,1400,45,2
31432.1484375,2073,JO MILL,SPRABERRY LOWER,1400,112,3
14449.71484375,2074,JO MILL,SPRABERRY LOWER,2900,68,2
7885.2490234375,2075,JO MILL,SPRABERRY LOWER,2700,74,2
238322,2082,XOM,WOLFCAMP A,7684,1099,39
94471,2083,XOM,WOLFCAMP B,7680,1106,43
31042.80859375,2084,XOM,WOLFCAMP B,7713,1707,59
120898.640625,2085,XOM,WOLFCAMP B,7654,1710,59
175714.40625,2086,XOM,WOLFCAMP B,7713,1710,59
179610.71875,2087,XOM,WOLFCAMP A,7654,1714,59
163500.3125,2088,XOM,WOLFCAMP A,7736,1686,59
184472.5,2089,XOM,WOLFCAMP A,7739,1684,60
84969.1796875,2090,XOM,SPRABERRY LOWER,7504,1711,58
134632.359375,2091,XOM,SPRABERRY LOWER,7703,1311,42
277176,2092,XOM,SPRABERRY LOWER,7704,1329,47
56631.4140625,2093,XOM,SPRABERRY LOWER,7654,1748,56
53449.359375,2094,XOM,SPRABERRY LOWER,7682,1733,55
8049.1689453125,2095,XOM,SPRABERRY LOWER,7753,1315,42
86270.2109375,2096,XOM,WOLFCAMP B,5088,1573,42
57709.765625,2097,XOM,WOLFCAMP B,5054,1034,36
229210,2106,PXD,WOLFCAMP A,7748,1917,44
103664,2107,PXD,WOLFCAMP B,7512,1945,47
112915.3046875,2108,PXD,WOLFCAMP A,7701,1747,46
83924.6953125,2109,PXD,WOLFCAMP B,7682,1700,46
81268,2110,PXD,WOLFCAMP B,7234,1777,48
136334,2111,PXD,WOLFCAMP B,7492,1760,45
1821,2112,CHOLLA,WOLFCAMP D,2883,1033,25
84086.7421875,2113,COP,SPRABERRY LOWER,7106,1607,33
143200.921875,2114,COP,SPRABERRY LOWER,7172,1794,37
102464.671875,2115,COP,SPRABERRY LOWER,7106,1809,38
101058.5234375,2116,COP,WOLFCAMP A,7392,1398,47
74378.71875,2117,COP,WOLFCAMP B,7394,1398,36
119255.3203125,2118,COP,SPRABERRY LOWER,7196,1810,40
105953.5546875,2119,COP,SPRABERRY LOWER,7072,1841,41
129667.8984375,2120,COP,WOLFCAMP A,7444,1425,29
134588.171875,2121,COP,WOLFCAMP B,7455,1436,29
103947.453125,2122,COP,SPRABERRY LOWER,7106,1792,41
96778.7421875,2123,COP,SPRABERRY LOWER,7106,1799,41
110815.90625,2124,COP,WOLFCAMP A,7134,1435,39
57590.0546875,2125,COP,WOLFCAMP B,7134,1478,39
105078.4140625,2126,COP,SPRABERRY LOWER,7106,1380,35
106187.515625,2127,COP,SPRABERRY LOWER,7106,1381,35
63296.45703125,2128,COP,WOLFCAMP B,6978,1513,36
98819.5859375,2129,COP,WOLFCAMP B,7243,1460,40
104850.203125,2130,COP,WOLFCAMP A,7352,1449,38
85921.6171875,2131,COP,SPRABERRY LOWER,7172,1797,37
128635.7109375,2132,COP,WOLFCAMP A,7352,1448,38
91045.3984375,2133,COP,SPRABERRY LOWER,7106,1872,46
95987.7421875,2134,COP,SPRABERRY LOWER,7172,1798,36
44951.33984375,2135,COP,SPRABERRY MIDDLE,7604,1042,29
87718.171875,2136,COP,WOLFCAMP B,7847,1008,31
36164.49609375,2141,FANG,WOLFCAMP A,6983,1642,42
48580.7265625,2142,FANG,WOLFCAMP A,7042,1538,42
61886.1328125,2143,FANG,WOLFCAMP A,7112,1590,39
47057.96875,2144,FANG,WOLFCAMP A,6999,1590,39
48450.6875,2145,FANG,WOLFCAMP A,6890,1346,36
133564.53125,2146,FANG,WOLFCAMP A,7122,1590,48
100811.578125,2147,FANG,WOLFCAMP A,7322,1806,47
74443.3046875,2148,FANG,WOLFCAMP B,6823,1221,35
145522.015625,2151,FANG,WOLFCAMP B,7135,1338,40
78538.265625,2152,FANG,WOLFCAMP B,7015,1318,36
107706.15625,2153,FANG,WOLFCAMP B,7010,1302,38
86912.7890625,2154,FANG,WOLFCAMP B,7120,1344,36
94168.234375,2155,FANG,WOLFCAMP B,6782,1303,38
132383.6875,2156,FANG,WOLFCAMP B,7151,1333,37
69119.7421875,2157,FANG,WOLFCAMP B,7114,1305,37
134183.453125,2158,FANG,WOLFCAMP B,7322,1305,48
146802.953125,2159,FANG,WOLFCAMP B,7172,1807,47
66830.484375,2162,FANG,SPRABERRY LOWER,7799,1595,45
72368.0625,2164,FANG,SPRABERRY LOWER,7041,1532,47
102179.34375,2165,FANG,SPRABERRY LOWER,7010,1613,47
71866.65625,2166,FANG,SPRABERRY LOWER,6667,1660,45
52103.03125,2167,FANG,SPRABERRY LOWER,7106,1578,46
69576.3359375,2168,FANG,SPRABERRY LOWER,6890,1646,45
60819.11328125,2169,FANG,SPRABERRY LOWER,7010,1595,40
99039,2170,FANG,SPRABERRY LOWER,7218,1595,48
107771.140625,2171,FANG,SPRABERRY LOWER,7172,1811,46
88474.1640625,2173,FANG,SPRABERRY MIDDLE,6987,1381,40
47400.58984375,2174,FANG,SPRABERRY MIDDLE,6705,1382,40
99437.921875,2175,FANG,SPRABERRY LOWER,7137,1406,41
84291.0625,2176,FANG,SPRABERRY LOWER,6820,1595,39
191286,2181,PXD,WOLFCAMP A,7797,1916,56
149715,2182,PXD,WOLFCAMP B,7772,1889,60
184884.015625,2183,PXD,WOLFCAMP A,7759,1871,49
135829,2184,PXD,WOLFCAMP B,7747,1649,45
177038,2185,PXD,WOLFCAMP B,7783,1866,56
165417.984375,2186,PXD,WOLFCAMP B,7775,1853,54
108812,2197,PXD,WOLFCAMP B,7729,1829,42
79493,2200,ENDVR,WOLFCAMP B,5073,1747,34
95009.75,2220,COP,SPRABERRY LOWER,5043,977,33
96972.4375,2221,COP,WOLFCAMP A,4958,1863,40
114766.1171875,2222,COP,SPRABERRY LOWER,4958,1863,39
79148.5,2223,COP,WOLFCAMP A,4960,1842,41
89332.765625,2224,COP,SPRABERRY LOWER,4960,1844,41
124655.6328125,2225,COP,SPRABERRY LOWER,4969,1844,40
110596.07,2227,CPE,SPRABERRY LOWER,4966,1376,29
61509.99609375,2229,FANG,WOLFCAMP B,6965,1238,32
65015,2230,FANG,WOLFCAMP B,7286,1232,34
88455.46,2237,CPE,WOLFCAMP B,6529,1225,50
161134.21,2244,CPE,SPRABERRY LOWER,7917,1654,54
96026.11,2246,CPE,WOLFCAMP B,7434,963,36
164262.7,2247,CPE,SPRABERRY LOWER,7614,1594,47
134413.9375,2254,ENDVR,WOLFCAMP B,7102,927,36
172257.703125,2255,ENDVR,WOLFCAMP B,6877,957,37
230523.140625,2258,ENDVR,WOLFCAMP B,7051,1588,43
115391.5234375,2259,ENDVR,WOLFCAMP B,7701,1590,39
201961.953125,2260,ENDVR,WOLFCAMP B,7722,1491,49
308237.0625,2261,ENDVR,WOLFCAMP B,7723,1592,42
85598,2263,COP,SPRABERRY LOWER,7422,1063,37
123730.1,2272,FANG,SPRABERRY LOWER,7200,1298,46
125991.46,2273,FANG,SPRABERRY LOWER,7862,1300,44
148293.04,2274,FANG,SPRABERRY MIDDLE,7662,1338,46
88920.09,2275,FANG,WOLFCAMP A,7622,1303,45
74349.3800000001,2276,FANG,WOLFCAMP B,7862,1301,46
159719.05,2277,FANG,SPRABERRY LOWER,7200,1154,40
163526.02,2278,FANG,SPRABERRY LOWER,7441,1316,46
99872.32,2279,FANG,WOLFCAMP B,7200,1323,46
91024.55,2280,FANG,WOLFCAMP B,7200,1294,44
101037.12,2281,FANG,WOLFCAMP B,7200,1288,48
82712.09,2285,FANG,WOLFCAMP B,7200,1307,45
113176,2290,OVV,WOLFCAMP A,7773,1231,31
138964,2291,QEP,SPRABERRY LOWER,7420,1831,33
117251.90625,2292,QEP,WOLFCAMP A,7507,1784,33
105413.2421875,2293,QEP,SPRABERRY LOWER,7426,1545,29
101766.8515625,2294,QEP,WOLFCAMP A,7464,1799,33
97171,2295,QEP,WOLFCAMP B,7450,1804,33
140344,2296,QEP,SPRABERRY LOWER,7389,1517,30
97661,2297,QEP,WOLFCAMP A,7593,1773,29
113648.9921875,2298,QEP,SPRABERRY LOWER,7414,1510,29
97247,2299,QEP,WOLFCAMP A,7426,1851,34
109679,2300,QEP,WOLFCAMP B,7614,1753,32
59184.5625,2301,FANG,WOLFCAMP A,5098,1350,38
40027.5546875,2302,FANG,WOLFCAMP A,5322,1338,38
53292.53125,2303,FANG,WOLFCAMP A,5447,1679,44
112600.5859375,2304,FANG,WOLFCAMP B,5323,1349,36
93173.8359375,2305,FANG,WOLFCAMP B,5322,1303,44
109254.9453125,2306,FANG,WOLFCAMP B,5322,1647,43
44168.078125,2307,FANG,SPRABERRY LOWER,5322,1335,41
93283.7109375,2308,FANG,SPRABERRY LOWER,5323,1330,38
38238.87890625,2309,FANG,SPRABERRY LOWER,5344,1606,50
178411.4375,2318,HENRY,SPRABERRY LOWER,7081,2003,48
115792.5625,2319,HENRY,SPRABERRY MIDDLE,7081,2012,50
107920.2265625,2322,LPI,WOLFCAMP D,7170,778,47
72721.71875,2324,LPI,WOLFCAMP D,7147,1125,35
73253.28125,2325,LPI,WOLFCAMP A,7146,1126,33
147003,2328,LPI,WOLFCAMP A,7188,1783.5,32
107155,2329,LPI,WOLFCAMP C,7568,1113,28
107068.6484375,2338,LPI,WOLFCAMP C,7619,1113,28
72913.0078125,2339,TRPL CRWN,WOLFCAMP B,6643,1915,36
66032.9921875,2340,TRPL CRWN,WOLFCAMP B,6840,1915,38
60996.33984375,2341,APA,WOLFCAMP A,4981,2939,20
84940,2342,APA,WOLFCAMP B,5008,2890,20
123842.2109375,2343,APA,WOLFCAMP B,5114,2840,19
97319.984375,2344,APA,WOLFCAMP B,5073,2828,19
204391.015625,2345,APA,WOLFCAMP B,7830,1603,47
30531.66796875,2346,COP,WOLFCAMP A,4995,1673,104
62471.015625,2352,FANG,WOLFCAMP A,4132,1199,41
60214,2353,OVV,WOLFCAMP A,4941,1276,34
51789.1328125,2356,OVV,WOLFCAMP A,7618,1219,20
28800,2358,LPI,WOLFCAMP D,3741,583,25
63872,2359,LPI,WOLFCAMP D,7054,1113.5,36
39348.7421875,2360,LPI,WOLFCAMP C,3691,670,28
124702.78125,2361,FANG,WOLFCAMP B,6212,1429,39
44537.21875,2362,FANG,SPRABERRY LOWER,5996,1429,38
154614.921875,2379,PXD,WOLFCAMP B,6571,2497,49
154633.75,2406,XOM,WOLFCAMP A,5097,1434,35
792.311279296875,2407,XOM,WOLFCAMP A,4406,1222,41
84284.5234375,2418,XOM,WOLFCAMP A,7864,1111,39
179244.59375,2420,XOM,WOLFCAMP B,7654,1725,58
207136.390625,2421,XOM,WOLFCAMP A,7653,1712,59
56749.15234375,2422,XOM,WOLFCAMP B,7803,2448,65
159751.84375,2423,XOM,WOLFCAMP A,7649,2459,69
134362.359375,2424,XOM,WOLFCAMP B,7505,1678,56
125704.640625,2425,XOM,WOLFCAMP A,7354,1685,56
82847.5234375,2426,XOM,WOLFCAMP B,7470,1723,60
79267.4765625,2427,XOM,WOLFCAMP A,7504,1725,60
112937,2436,XOM,WOLFCAMP B,7624,1114,37
103821,2437,XOM,WOLFCAMP B,7504,1106,36
91937,2439,XOM,WOLFCAMP B,7684,1133,35
136402,2440,XOM,WOLFCAMP A,7697,1108,37
102682,2442,XOM,WOLFCAMP A,7624,1113,35
122328,2443,XOM,WOLFCAMP B,7754,1390,37
99359,2444,XOM,WOLFCAMP B,7503,1113,36
101224,2445,XOM,WOLFCAMP B,7503,1107,36
142530,2446,XOM,WOLFCAMP B,7564,1114,37
107683,2447,XOM,WOLFCAMP A,7502,1434,35
80385,2448,XOM,WOLFCAMP A,7564,1122,37
52519.99609375,2449,XOM,WOLFCAMP A,7503,1107,38
127336,2450,XOM,WOLFCAMP A,7481,1114,37
62538.94140625,2453,XOM,WOLFCAMP A,5061,89,3
75982.421875,2454,XOM,WOLFCAMP B,5084,9,1
81989,2462,XOM,WOLFCAMP B,7624,1410,50
103581,2463,XOM,WOLFCAMP B,7203,1070,36
53513,2464,XOM,WOLFCAMP A,7263,1482,54
61522.9921875,2465,XOM,WOLFCAMP A,4950,1138,39
75098.1171875,2466,XOM,WOLFCAMP B,4983,1264,45
189172.671875,2479,PXD,WOLFCAMP A,7322,1735,49
152913.859375,2480,PXD,WOLFCAMP A,7172,1734,49
151219.859375,2481,PXD,WOLFCAMP B,7358,4221,53
55775,2482,SABLE,WOLFCAMP A,7718,1864,23
50526.00390625,2483,SABLE,WOLFCAMP A,7711,1864,23
94591.9921875,2485,SUMMIT,SPRABERRY LOWER,7898,1837,38
89639,2486,SUMMIT,WOLFCAMP B,5878,1137,37
90852,2487,DBLPOINT,WOLFCAMP B,4863,1617,36
112457.46875,2494,PXD,WOLFCAMP A,5125,1784,43
85462.8359375,2495,PXD,WOLFCAMP A,5086,1939,56
120751.984375,2496,PXD,WOLFCAMP B,5107,1782,46
82713.703125,2497,PXD,WOLFCAMP B,4749,1716,43
111306.6953125,2498,PXD,WOLFCAMP B,5093,1707,60
95048.8203125,2499,PXD,WOLFCAMP B,5141,1886,55
39290.99609375,2510,LPI,WOLFCAMP B,4380,1794,55
104124,2513,ENDVR,WOLFCAMP B,6388,1580,45
87066.375,2514,PXD,WOLFCAMP B,7598,1962,39
140625.625,2515,PXD,WOLFCAMP B,7598,1918,38
80493.6484375,2517,APA,WOLFCAMP B,4505,2541,38
65803,2518,APA,WOLFCAMP B,4500,1998,36
63988.32421875,2519,APA,WOLFCAMP B,4500,1841,27
59947.875,2520,APA,WOLFCAMP B,7674,2902,26
172975.71875,2521,APA,SPRABERRY LOWER,7788,2313,63
153603.953125,2522,APA,SPRABERRY LOWER,7614,2312,63
99390.6875,2523,APA,SPRABERRY LOWER,7697,2042,17
59590.20703125,2524,APA,SPRABERRY LOWER,4437,1926,16
253331.78125,2526,APA,DEAN,7605,2301,63
131830.59375,2527,APA,SPRABERRY LOWER,7595,2322,64
54186.90625,2528,APA,WOLFCAMP B,7695,2069,20
206227.9375,2529,APA,DEAN,7551,2336,65
140172.78125,2531,APA,DEAN,7722,2165,74
113884.9375,2532,APA,SPRABERRY LOWER,7222,2192,62
126269.109375,2533,APA,SPRABERRY LOWER,7301,1403,65
143847.125,2534,APA,DEAN,7556,2280,63
119802.0859375,2535,APA,SPRABERRY LOWER,7712,2251,62
170615.3125,2536,APA,SPRABERRY LOWER,7485,2272,65
146060.90625,2537,APA,WOLFCAMP B,6853,1571,49
185229.203125,2538,APA,WOLFCAMP B,7203,1631,50
197619.3125,2539,APA,WOLFCAMP B,7266,1660,52
4123.25634765625,2540,APA,SPRABERRY MIDDLE,7717,2371,62
36337.8984375,2541,APA,SPRABERRY LOWER,7789,2323,61
100893,2546,COP,WOLFCAMP B,5388,1854,54
26354,2547,LPI,WOLFCAMP D,920,877,31
26354,2548,LPI,WOLFCAMP D,3632,1113.5,43
177905,2549,FANG,SPRABERRY MIDDLE,7668,1992,60
55198.50390625,2550,PXD,SPRABERRY LOWER,4982,1340,28
146247.25,2551,PXD,WOLFCAMP B,6671,1084,32
85728.8515625,2555,COP,WOLFCAMP B,7340,1293,39
72319.5625,2556,COP,WOLFCAMP B,6526,1295,39
73849.4140625,2557,COP,WOLFCAMP B,7241,1271,35
46229.6171875,2558,COP,WOLFCAMP B,7549,2336,40
23600.888671875,2561,COP,WOLFCAMP D,7878,1151,35
28597.71484375,2562,COP,WOLFCAMP B,4926,1078,32
82117.203125,2563,COP,SPRABERRY LOWER,6589,1872,46
58400.328125,2564,COP,SPRABERRY LOWER,7769,1163,28
62614.98046875,2565,COP,WOLFCAMP A,7888,1228,34
23884.271484375,2566,COP,WOLFCAMP B,1692,1839,45
52764.97265625,2573,COP,WOLFCAMP B,7818,1240,25
65940.8125,2574,COP,WOLFCAMP B,5934,1314,36
70762.2578125,2575,COP,WOLFCAMP B,7183,1302,35
59986.421875,2583,COP,WOLFCAMP B,7050,1284,38
44195.03125,2590,COP,SPRABERRY LOWER,7278,2122,37
116634.8203125,2595,COP,SPRABERRY LOWER,7569,1792,58
70532.53125,2612,COP,WOLFCAMP B,7193,2392,29
70656.015625,2613,COP,WOLFCAMP B,6416,2145,37
14789.2822265625,2617,COP,WOLFCAMP B,1434,1839,45
7062.197265625,2618,COP,WOLFCAMP B,1438,1839,45
31592.904296875,2619,FANG,WOLFCAMP B,4969,1352,47
79111.0625,2621,FANG,WOLFCAMP B,7585,1321,47
97517.984375,2622,FANG,SPRABERRY LOWER,6454,1325,48
123760.9140625,2623,FANG,WOLFCAMP B,7077,1302,49
74413.28125,2624,FANG,WOLFCAMP B,6137,1330,46
61801.9140625,2625,FANG,WOLFCAMP B,6845,1327,46
59899.53515625,2626,FANG,WOLFCAMP B,6076,1290,45
49287.6171875,2627,FANG,WOLFCAMP B,7552,1327,46
170647.453125,2634,FANG,SPRABERRY LOWER,7585,1306,46
163966.984375,2636,FANG,SPRABERRY LOWER,7534,1288,45
125583.109375,2641,QEP,SPRABERRY LOWER,6591,1567,31
82528.0625,2642,QEP,WOLFCAMP B,7420,1500,30
41932.99609375,2643,QEP,WOLFCAMP B,7466,1976,33
73408.3203125,2644,QEP,WOLFCAMP B,7499,2027,31
62228.15625,2645,QEP,SPRABERRY MIDDLE,7586,2030,29
83981.4453125,2646,QEP,WOLFCAMP B,7520,1485,33
118594.4765625,2647,QEP,WOLFCAMP B,7442,1974,32
60645.0234375,2648,QEP,WOLFCAMP B,7463,1484,37
77650.484375,2649,QEP,WOLFCAMP B,7441,2024,39
89314.0234375,2650,QEP,SPRABERRY LOWER,7142,1358,30
86481.40625,2651,QEP,SPRABERRY LOWER,7252,1313,32
109856.6015625,2652,QEP,SPRABERRY LOWER,7125,1393,31
77984.4375,2653,QEP,SPRABERRY LOWER,7302,1478,30
110935.4921875,2654,QEP,SPRABERRY LOWER,7264,1477,31
73943.3828125,2655,QEP,SPRABERRY LOWER,7265,1436,40
93182.71875,2656,QEP,SPRABERRY MIDDLE,7593,1375,30
48123.8828125,2657,QEP,WOLFCAMP D,7809,994,27
82195.0234375,2658,COP,WOLFCAMP B,7320,1281,31
87263.5703125,2659,COP,WOLFCAMP B,7320,1202,31
104560.09375,2660,COP,WOLFCAMP B,7082,1325,32
85156.0546875,2661,COP,WOLFCAMP B,7322,1231,31
37581.2421875,2662,COP,WOLFCAMP B,3332,1244,31
65588.2109375,2663,COP,SPRABERRY LOWER,4920,1872,3
38698.63671875,2664,COP,WOLFCAMP D,5000,1228,33
62273.3671875,2665,COP,WOLFCAMP B,4855,1727,39
71900.703125,2666,COP,WOLFCAMP A,4920,1700,39
48426.640625,2667,COP,WOLFCAMP B,4742,1717,40
31546.060546875,2668,COP,WOLFCAMP D,4740,1776,40
63257.37109375,2673,OVV,WOLFCAMP B,7398,1307,36
81492,2677,PXD,WOLFCAMP A,6953,1356,37
56434,2681,COP,WOLFCAMP A,5069,1464,45
90241.9921875,2682,XOM,WOLFCAMP B,7442,1123,35
91450,2689,XOM,WOLFCAMP B,7383,1143,37
62648,2690,XOM,WOLFCAMP A,7408,1128,25
134252,2699,OXY,WOLFCAMP A,6826,1352.5,33
139907.15625,2700,OXY,WOLFCAMP B,6636,1260,31
128747,2701,OXY,WOLFCAMP B,6946,1735,44
100828.0078125,2702,OXY,WOLFCAMP A,6952,2015,61
83976,2703,OXY,WOLFCAMP B,6792,1833,61
160638,2704,OXY,WOLFCAMP A,6463,1776,57
110002,2705,OXY,WOLFCAMP B,6792,1883,56
65566.8203125,2710,COP,WOLFCAMP B,5024,1092,32
41770.94140625,2711,COP,WOLFCAMP B,5894,931,28
45717.625,2712,COP,WOLFCAMP A,5922,927,27
34589.84765625,2713,COP,WOLFCAMP C,5922,924,27
191190,2716,COP,SPRABERRY LOWER,7599,2006,43
166191,2718,COP,SPRABERRY MIDDLE,7586,1991,43
86912.46875,2719,COP,WOLFCAMP B,5022,2087,51
103622,2720,PXD,WOLFCAMP B,5106,1758,42
91264.5703125,2721,PXD,WOLFCAMP A,5092,1765,40
86795,2726,PXD,WOLFCAMP A,4449,1758,36
54910.1015625,2727,COP,WOLFCAMP B,5046,1664,38
104870.25,2728,FIREBIRD,WOLFCAMP B,3661,343,22
28330,2745,LAKE CRYSTAL,WOLFCAMP A,6739,1614,40
94611,2746,KEM,WOLFCAMP D,6737,1730,51
50794.796875,2747,LAKE CRYSTAL,WOLFCAMP C,6923,1899,53
35686.43359375,2748,LAKE CRYSTAL,WOLFCAMP D,6739,1865,53
176015,2758,OXY,WOLFCAMP A,7575,1347,35
59692.84765625,2763,SEQUITUR,WOLFCAMP B,7867,2205,44
55704.88671875,2766,SEQUITUR,WOLFCAMP A,7420,1504,30
107976.484375,2767,SEQUITUR,WOLFCAMP B,7917,2513,52
133753.96875,2779,PXD,WOLFCAMP B,5492,1413,40
124471.2265625,2781,PXD,WOLFCAMP B,5636,1415,40
105821.3125,2782,PXD,WOLFCAMP B,5492,1734,55
129786.734375,2783,PXD,WOLFCAMP B,5492,1740,54
140439.484375,2784,PXD,WOLFCAMP A,5222,1390,39
117095.375,2785,PXD,WOLFCAMP A,5408,1396,40
117189.75,2786,PXD,WOLFCAMP A,5258,1377,39
126454,2787,PXD,WOLFCAMP B,5769,1387,38
104949.9921875,2788,PXD,WOLFCAMP B,5805,1371,38
145887,2789,PXD,WOLFCAMP B,5806,1657,51
139523,2790,PXD,WOLFCAMP B,5769,1665,50
158252,2791,PXD,WOLFCAMP A,5853,1675,52
165267,2792,PXD,WOLFCAMP A,5707,1692,52
109512,2793,PXD,WOLFCAMP A,5553,1678,52
150457.828125,2794,PXD,WOLFCAMP B,7198,1350,40
150300.46875,2795,PXD,WOLFCAMP B,7198,1393,41
142881.21875,2796,PXD,WOLFCAMP B,7198,1408,40
149925.375,2797,PXD,WOLFCAMP A,7378,1395,39
152909.140625,2798,PXD,WOLFCAMP A,7353,1407,40
239730,2805,PXD,WOLFCAMP B,7472,2606,45
247212.015625,2806,PXD,WOLFCAMP B,7322,2594,46
101078,2807,OVV,WOLFCAMP A,6814,1288,35
105973,2808,OVV,WOLFCAMP A,6950,2012,38
40309,2815,OXY,WOLFCAMP A,7360,1343,39
44615.0078125,2816,HUNT,WOLFCAMP A,7562,1582,43
95275,2817,HUNT,WOLFCAMP A,7611,946,21
138904.890625,2818,HUNT,WOLFCAMP A,7410,1435,38
