CumOil12Month,rowID,Operator,Reservoir,LateralLength_FT,ProppantIntensity_LBSPerFT,FluidIntensity_BBLPerFT
109940.1796875,926,COP,WOLFCAMP A,6941,1860,37
165861.34375,927,COP,WOLFCAMP B,6569,1943,41
99965.890625,928,COP,WOLFCAMP B,6941,1833,30
128388.875,929,COP,WOLFCAMP A,6905,1839,30
92986.484375,930,COP,SPRABERRY LOWER,6725,1924,41
88538.9140625,931,COP,SPRABERRY LOWER,6906,1875,41
123981.546875,932,COP,SPRABERRY LOWER,6908,1980,38
155317.046875,933,COP,SPRABERRY LOWER,6842,2008,38
114685.09375,934,COP,SPRABERRY LOWER,6732,1920,41
69486.0078125,935,COP,SPRABERRY LOWER,7249,1712,40
107542.3046875,936,COP,SPRABERRY MIDDLE,7233,475,13
77691.5625,937,COP,WOLFCAMP B,7153,1113,35
93317.9609375,939,COP,SPRABERRY LOWER,6791,588,42
46992.9140625,940,COP,SPRABERRY MIDDLE,7012,1457,37
78406.890625,941,COP,WOLFCAMP A,6791,1434,42
81356.6640625,944,COP,WOLFCAMP B,6322,1215,31
21946.880859375,945,COP,WOLFCAMP D,4326,1513,30
118199.53125,948,COP,WOLFCAMP A,6478,1477,39
145255.140625,949,COP,SPRABERRY LOWER,6273,1482,40
53195,950,FANG,WOLFCAMP B,4844,994,37
48808,951,FANG,WOLFCAMP B,4867,1068,37
106020,952,PXD,SPRABERRY LOWER,7616,2009,50
232980,953,PXD,WOLFCAMP A,7608,2003,50
33763,954,LPI,WOLFCAMP D,3930,672,21
154814.296875,955,PXD,WOLFCAMP A,4948,1923,42
60813.54296875,956,PXD,WOLFCAMP B,4935,1921,48
111080,957,PXD,WOLFCAMP B,4627,1999,55
37064.48828125,958,PXD,WOLFCAMP B,4938,1919,47
147210,959,LPI,WOLFCAMP A,6606,1195,34
123303,960,SM,WOLFCAMP B,7683,1872,60
123763,961,SM,WOLFCAMP C,7689,1840,61
154620,962,SM,DEAN,7818,1864,56
151989,963,SM,SPRABERRY LOWER,6983,1865,56
56228.76171875,964,SM,WOLFCAMP B,4964,1868,43
72837.328125,965,SM,WOLFCAMP B,4932,1556,47
49841.28125,966,SM,WOLFCAMP B,4990,1865,43
72905.8359375,967,SM,WOLFCAMP B,4974,1560,49
168541,968,SM,WOLFCAMP B,7630,1889,53
82056,983,FANG,WOLFCAMP B,7499,1162,34
99703.5703125,988,FANG,WOLFCAMP A,7670,1271,30
81986.5390625,989,FANG,WOLFCAMP A,7610,1281,22
46897.45703125,990,FANG,WOLFCAMP B,7667,1273,22
75243.609375,991,FANG,WOLFCAMP A,7367,1590,39
44620.390625,992,FANG,WOLFCAMP B,7364,1272,22
78001.34375,993,FANG,WOLFCAMP A,7567,1289,22
65157.66015625,994,FANG,WOLFCAMP B,7667,1612,21
62404.51953125,1002,PXD,WOLFCAMP A,4563,1700,34
124884.8671875,1003,PXD,WOLFCAMP B,4833,1508,37
98523.5625,1004,OVV,WOLFCAMP A,4799,2577,51
72951.40625,1005,OVV,WOLFCAMP A,5058,2467,52
96773.9609375,1006,OVV,WOLFCAMP A,5074,2508,48
78374.15625,1007,PXD,WOLFCAMP B,4699,1690,37
99616.796875,1008,PXD,WOLFCAMP A,5094,1827,47
121815.203125,1009,PXD,WOLFCAMP B,5091,1679,47
115706,1013,OVV,WOLFCAMP B,4452,4089,64
123411,1014,OVV,WOLFCAMP B,4540,1193,60
136346,1015,OVV,WOLFCAMP B,4811,3781,51
101084,1016,OVV,WOLFCAMP B,4702,1205,61
139594,1017,OVV,WOLFCAMP C,7780,1326,36
61812.98828125,1018,OVV,WOLFCAMP B,3910,2051,49
74337.171875,1019,OVV,WOLFCAMP A,4996,1739,41
93872.4140625,1020,OVV,WOLFCAMP B,5061,1784,40
88014.421875,1021,OVV,WOLFCAMP A,5056,1753,40
71022.53125,1022,OVV,WOLFCAMP A,5060,1942,47
121840.46875,1023,OVV,WOLFCAMP B,4976,2001,49
121037.1484375,1024,OVV,WOLFCAMP B,6917,1914,36
100219.4453125,1025,OVV,WOLFCAMP B,6997,1977,37
162429.40625,1026,OVV,WOLFCAMP A,7382,1802,34
156097.453125,1027,OVV,WOLFCAMP A,7213,1887,35
121899.546875,1028,OVV,WOLFCAMP B,7130,1897,36
178660,1029,OVV,WOLFCAMP B,7569,898,27
95818,1034,OVV,WOLFCAMP B,4608,1208,48
190016.921875,1047,DBLPOINT,WOLFCAMP A,7729,2018,49
57157.41796875,1048,COP,WOLFCAMP B,4040,1556,38
67564.0234375,1051,HENRY,SPRABERRY LOWER,3000,1859,49
199864.765625,1052,HENRY,SPRABERRY LOWER,6395,1424,45
139749.296875,1053,HENRY,SPRABERRY LOWER,5822,414,13
128641.0546875,1054,OVV,SPRABERRY MIDDLE,4776,1606,51
94963.6328125,1055,OVV,SPRABERRY LOWER,4754,1547,34
143753,1071,PXD,WOLFCAMP B,7507,1425,39
132810,1072,PXD,WOLFCAMP B,7507,1396,39
131018,1073,PXD,WOLFCAMP B,7507,1432,40
138689,1074,PXD,SPRABERRY LOWER,7417,2573,39
149128,1075,PXD,SPRABERRY LOWER,7657,2479,40
157235.4375,1092,FANG,SPRABERRY LOWER,6428,1595,39
50067.15625,1093,FANG,SPRABERRY MIDDLE,6327,1782,44
44453,1094,FANG,WOLFCAMP A,5825,1213,35
54251,1095,FANG,WOLFCAMP B,6320,1175,33
41458.953125,1097,DISCOVERY,WOLFCAMP B,7886,1603,33
25417.056640625,1099,DISCOVERY,WOLFCAMP A,7766,1965,41
48105.18359375,1100,DISCOVERY,WOLFCAMP B,7672,1723,43
27768.943359375,1101,DISCOVERY,WOLFCAMP B,7385,635,24
12871.4501953125,1102,DISCOVERY,WOLFCAMP B,7480,1284,31
38794.9453125,1103,DISCOVERY,WOLFCAMP B,7670,1170,26
36223.796875,1104,DISCOVERY,WOLFCAMP B,7683,1175,26
34048,1127,SEQUITUR,WOLFCAMP A,4119,1415,24
157542,1129,PXD,WOLFCAMP A,7172,2029,49
28564.25,1132,PXD,WOLFCAMP D,3429,1215,35
72940.953125,1133,PXD,WOLFCAMP A,4370,1780,42
110383,1134,PXD,WOLFCAMP B,7179,1014,40
47367.0078125,1136,OXY,WOLFCAMP B,6069,1049,30
21119.201171875,1138,OXY,SPRABERRY MIDDLE,7862,1282,29
39745.51171875,1139,OXY,SPRABERRY MIDDLE,7309,848,45
53367.37109375,1140,OXY,WOLFCAMP B,5644,899,22
57140.07421875,1141,OXY,WOLFCAMP B,6636,979,24
51792.59375,1142,OXY,WOLFCAMP B,6390,898,22
67077.484375,1147,OXY,WOLFCAMP B,3891,1018,31
82230.2265625,1148,OXY,SPRABERRY LOWER,4465,1206,30
102784.4296875,1150,SM,WOLFCAMP B,7817,1850,58
84032.21875,1151,SM,WOLFCAMP B,7808,1842,57
113895.328125,1152,SM,WOLFCAMP B,7824,1843,60
74791.96875,1153,SM,WOLFCAMP B,4960,1431,42
101052.0078125,1154,SM,SPRABERRY LOWER,7796,1856,56
98136.0078125,1155,SM,SPRABERRY LOWER,7699,1876,57
56112,1156,SM,WOLFCAMP A,7840,1852,61
76002,1157,SM,WOLFCAMP A,7836,1856,61
114139,1158,SM,SPRABERRY LOWER,7796,1849,56
88909,1159,SM,WOLFCAMP A,7782,1866,58
55406,1160,SM,WOLFCAMP B,7786,1863,60
90849,1161,SM,WOLFCAMP A,7796,1863,61
94950.9921875,1164,SM,WOLFCAMP A,7770,1877,59
63041,1165,SM,WOLFCAMP B,7415,1958,63
50866,1166,SM,WOLFCAMP A,7785,1834,59
73291.9140625,1168,COP,WOLFCAMP B,5071,1469,29
62326,1174,OVV,WOLFCAMP B,6871,1231,30
59721,1175,OVV,WOLFCAMP B,7335,1223,29
87952.2421875,1176,OVV,SPRABERRY LOWER,7512,1506,49
87659.6640625,1177,OVV,SPRABERRY LOWER,7422,307,10
73919.3515625,1181,OVV,WOLFCAMP D,7180,207,9
65725.15625,1182,OVV,WOLFCAMP B,7772,1757.5,43
61229.515625,1183,OVV,WOLFCAMP B,7743,1152,28
297107.4375,1197,APA,WOLFCAMP D,7049,1619,53
36750.93359375,1202,SM,WOLFCAMP B,3354,1845,51
34081.15234375,1211,PXD,WOLFCAMP A,4996,1228,29
7003.1611328125,1212,PXD,WOLFCAMP D,5123,1356,30
164453,1215,PXD,WOLFCAMP A,5890,383,59
188799.03125,1220,OVV,WOLFCAMP B,7370,1526,39
105192.5234375,1221,OVV,WOLFCAMP A,7311,1456,39
92222.4609375,1222,OVV,WOLFCAMP A,7271,1513,38
199066,1223,OVV,WOLFCAMP B,7282,1208,30
183601.59375,1224,OVV,WOLFCAMP A,7808,2106,36
83925.3984375,1225,OVV,WOLFCAMP A,7369,1541,40
7031.6630859375,1233,APA,WOLFCAMP D,3708,390,14
115039.9921875,1238,SEQUITUR,WOLFCAMP B,7297,2071,58
97115,1239,SEQUITUR,WOLFCAMP B,7482,2097,57
155790,1240,SEQUITUR,WOLFCAMP B,7254,2106,59
129258.8359375,1241,SEQUITUR,WOLFCAMP A,7277,398,41
161190.171875,1242,SEQUITUR,WOLFCAMP B,7442,306,38
125816,1243,SEQUITUR,WOLFCAMP B,7339,2084,60
70866,1244,SEQUITUR,WOLFCAMP C,7269,1933,53
128619,1245,HIBERNIA,WOLFCAMP B,7571,1712,38
21426.583984375,1246,OXY,WOLFCAMP C,4200,1994,32
17188.412109375,1247,OXY,WOLFCAMP C,4282,1997,37
24782.00390625,1248,OXY,WOLFCAMP C,4296,1994,49
64262.80859375,1250,APA,WOLFCAMP A,4352,2106,42
176711,1252,FASKEN,WOLFCAMP B,7720,1461,53
72345,1253,LARIO,WOLFCAMP D,7280,1961,89
149600,1254,LARIO,WOLFCAMP B,7136,1748,49
108624,1255,SM,WOLFCAMP A,6508,1639,41
84955.1953125,1256,PXD,WOLFCAMP A,4703,1898,43
98363.0078125,1257,SUMMIT,WOLFCAMP B,7799,1624,47
112221,1258,SUMMIT,SPRABERRY LOWER,7862,1798,37
127997.109375,1260,ENDVR,WOLFCAMP B,7393,1586,42
98311,1263,COP,SPRABERRY LOWER,7570,1324,37
51882,1264,COP,SPRABERRY LOWER,7557,1505,37
109346.140625,1272,SURGE,WOLFCAMP A,6462,1970,39
79803.9375,1273,SURGE,WOLFCAMP A,6602,1249,37
101224.3515625,1274,SURGE,SPRABERRY LOWER,6676,1333,35
180652,1279,PXD,WOLFCAMP B,7746,1800,41
143461.765625,1280,PXD,WOLFCAMP A,7759,2005,44
232672.234375,1281,PXD,WOLFCAMP A,7743,1903,48
124751,1282,PXD,WOLFCAMP B,7750,1800,51
163042,1283,PXD,WOLFCAMP A,7734,1815,50
59725.5078125,1287,FANG,SPRABERRY LOWER,7068,1340,36
10591.9638671875,1288,FANG,WOLFCAMP C,2232,170,30
162688,1294,PXD,WOLFCAMP B,7182,2052,47
145817,1295,PXD,WOLFCAMP B,7209,1837,48
162314,1296,PXD,WOLFCAMP A,7322,2303,41
140667,1297,PXD,WOLFCAMP A,7172,2301,41
195713,1298,PXD,WOLFCAMP A,7172,2302,41
45183.48828125,1300,FANG,WOLFCAMP A,4936,1354,44
42678.23046875,1301,FANG,WOLFCAMP A,4678,1338,46
149992.515625,1302,SURGE,WOLFCAMP A,7517,1858,39
137448.515625,1303,SURGE,WOLFCAMP A,6940,3177,69
95511.4453125,1306,SURGE,WOLFCAMP A,6915,1823,40
193327.03125,1307,SURGE,WOLFCAMP A,6687,3155,64
157297.03125,1308,SURGE,WOLFCAMP A,6586,1450,12
75826.9765625,1309,SURGE,WOLFCAMP A,6936,2220,58
158150,1310,SM,SPRABERRY LOWER,7781,1793,33
101389,1311,HENRY,WOLFCAMP B,6085,1961,55
46415.0390625,1312,TRPL CRWN,WOLFCAMP B,7600,1069,32
30203.154296875,1313,TRPL CRWN,WOLFCAMP B,7618,1915,33
73095.1953125,1314,TRPL CRWN,WOLFCAMP B,7666,1094,33
54206.64453125,1315,TRPL CRWN,WOLFCAMP C,7353,1863,41
60583.30078125,1316,TRPL CRWN,WOLFCAMP B,7311,1869,41
34886,1317,TRPL CRWN,WOLFCAMP B,7245,2064,54
109248,1318,TRPL CRWN,WOLFCAMP B,7370,1961,56
145451.671875,1331,FASKEN,SPRABERRY LOWER,7706,1443,53
159965.328125,1332,FASKEN,WOLFCAMP C,7816,1458,52
124060.484375,1333,FASKEN,SPRABERRY LOWER,7816,1529,50
134810,1342,SURGE,WOLFCAMP A,4156,3220,61
131425,1343,SURGE,WOLFCAMP A,4173,2688,54
94784.4453125,1351,PXD,WOLFCAMP A,6529,1109,35
94855.6875,1352,PXD,WOLFCAMP C,6806,1735,43
81236.8203125,1353,PXD,SPRABERRY LOWER,7040,1023,34
112190.046875,1354,PXD,WOLFCAMP B,7342,1037,36
230001,1355,PXD,SPRABERRY LOWER,7202,1294,32
64996,1364,LARIO,WOLFCAMP B,7870,1748,39
77018.1875,1365,COP,WOLFCAMP B,5042,1483,42
123200.9609375,1366,DBLPOINT,WOLFCAMP B,7785,2003,48
89237,1367,FANG,WOLFCAMP D,6572,1498,52
34644.796875,1377,SM,WOLFCAMP B,5101,510,17
114654.515625,1378,XOM,WOLFCAMP B,7866,2538,56
67345.8125,1380,XOM,WOLFCAMP B,7652,1430,37
129208.1875,1381,XOM,WOLFCAMP A,7354,1440,50
116977.140625,1382,XOM,WOLFCAMP B,7354,1390,51
84076.859375,1383,XOM,WOLFCAMP A,7303,1407,50
151574.0625,1384,XOM,WOLFCAMP B,7563,1711,58
113747.9375,1385,XOM,WOLFCAMP A,7384,1719,57
82083.453125,1386,XOM,WOLFCAMP B,7508,1408,52
145318.546875,1387,XOM,WOLFCAMP A,7503,1407,52
185819.15625,1388,XOM,WOLFCAMP B,7744,1711,56
132123.84375,1389,XOM,WOLFCAMP A,7894,1710,55
66267.5,1390,XOM,WOLFCAMP B,6303,1390,57
96504,1402,PXD,WOLFCAMP B,5094,1868,55
127759,1403,PXD,WOLFCAMP B,5117,1757,38
78301,1404,PXD,WOLFCAMP B,4340,1677,56
85726,1405,PXD,WOLFCAMP B,5111,1646,40
141699.296875,1406,ENDVR,WOLFCAMP A,7111,1586,42
96662.6953125,1407,ENDVR,WOLFCAMP B,7099,1725,45
63902.640625,1408,FANG,WOLFCAMP A,6891,1660,43
104009.3671875,1409,FANG,WOLFCAMP B,7114,1305,32
80483.1171875,1410,FANG,WOLFCAMP A,7115,1665,42
131648.890625,1411,FANG,WOLFCAMP B,7115,1640,43
139761,1412,OXY,WOLFCAMP A,7803,1352.5,33
83277.5,1413,SURGE,WOLFCAMP A,6852,1248,35
110773,1414,SURGE,SPRABERRY LOWER,6575,1361,37
72473.4375,1415,SURGE,WOLFCAMP A,6792,1882,40
111860.1953125,1416,SURGE,SPRABERRY LOWER,6676,1338,36
105623.1640625,1417,SURGE,WOLFCAMP A,6755,1191,36
126302.78125,1418,SURGE,WOLFCAMP A,6471,1900,38
72700.171875,1419,SURGE,WOLFCAMP A,6791,2029,42
111405,1440,CRWNQST,WOLFCAMP D,7552,1935,52
95028.296875,1452,COP,WOLFCAMP B,7592,1801,37
114496.46875,1453,COP,WOLFCAMP A,7416,1847,39
74746.3828125,1454,COP,WOLFCAMP B,7592,1957,40
85741.4140625,1455,COP,WOLFCAMP B,7592,728,41
64966.14453125,1456,FLEUR DE LIS,SPRABERRY LOWER,4264,1855,47
128804.203125,1457,SURGE,DEAN,7090,3209,120
171590.46875,1458,SURGE,WOLFCAMP A,5542,2439,46
71698.9,1459,CPE,WOLFCAMP B,6245,1966,61
146511.3,1460,CPE,DEAN,6901,1322,35
115301.91,1461,CPE,WOLFCAMP A,6901,1401,38
162611.29,1462,CPE,WOLFCAMP A,6099,2185,57
101376.18,1463,CPE,SPRABERRY LOWER,6118,1587,48
145231.13,1464,CPE,WOLFCAMP A,5946,1938,58
56808.04,1465,CPE,WOLFCAMP B,6469,1686,67
170720.75,1466,CPE,WOLFCAMP A,6472,2084,56
92060.71,1467,CPE,SPRABERRY LOWER,6562,2117,53
226384.8125,1473,FANG,WOLFCAMP A,6692,1795,48
134396.078125,1474,FANG,SPRABERRY LOWER,6572,1788,47
132713,1475,PXD,WOLFCAMP B,7411,1850,50
185197.015625,1503,DISCOVERY,SPRABERRY LOWER,7784,1860,56
192728.984375,1504,DISCOVERY,SPRABERRY LOWER,7774,1860,56
167011,1505,DISCOVERY,SPRABERRY LOWER,7788,1854,56
147330.203125,1506,CRWNQST,WOLFCAMP A,7666,1860,53
130551.8671875,1507,CRWNQST,WOLFCAMP A,7237,1555,44
84157,1515,LPI,WOLFCAMP D,6933,1102,36
82017,1516,LPI,WOLFCAMP A,6920,1141,32
25422,1517,QUIEN SABE,SPRABERRY MIDDLE,7346,1072,34
34418.8515625,1520,PXD,WOLFCAMP B,7290,1245,38
69115,1522,PXD,DEAN,6866,1267,39
57478.81640625,1525,CVX,WOLFCAMP A,4442,1327,32
38091.3125,1526,CVX,WOLFCAMP A,4442,1335,31
45664.33203125,1527,CVX,WOLFCAMP A,4442,1340,31
50007.46484375,1528,CVX,WOLFCAMP A,4442,1338,31
51447.2734375,1529,PXD,SPRABERRY LOWER,4682,1346,30
85156.7890625,1530,PXD,SPRABERRY LOWER,4462,1096,25
93456.015625,1531,RP,WOLFCAMP B,5078,2295,78
136654.875,1533,MURCHISON,WOLFCAMP B,6755,2003,64
132032.96875,1534,MURCHISON,WOLFCAMP B,6687,2000,66
165785.46875,1535,MURCHISON,WOLFCAMP B,6670,1999,64
136702.171875,1536,MURCHISON,WOLFCAMP B,6700,1990,80
140453.71875,1537,MURCHISON,WOLFCAMP B,5614,2012,65
196654,1538,CRWNQST,WOLFCAMP A,7172,1828,45
141640.5625,1540,PXD,WOLFCAMP A,7700,2012,53
494595.59375,1541,PXD,WOLFCAMP B,7902,1970,50
105622.84375,1542,PXD,WOLFCAMP B,7702,2018,52
26634.1328125,1543,LPI,WOLFCAMP B,7379,1858,56
88736.8671875,1544,LPI,WOLFCAMP A,6900,1764,57
89829,1545,LPI,WOLFCAMP B,7255,1773,59
48083,1546,LPI,WOLFCAMP A,6809,580,18
128709,1548,OXY,WOLFCAMP A,7282,1417,39
60043,1549,OXY,WOLFCAMP A,7282,1315,39
145043,1551,ENDVR,WOLFCAMP B,7097,1588,45
69629.96875,1552,ENDVR,WOLFCAMP B,7473,1594,47
107324.03125,1553,ENDVR,WOLFCAMP A,7603,1575,45
122714,1554,ENDVR,WOLFCAMP B,7529,1593,44
138960,1555,OXY,WOLFCAMP A,7562,1637,35
91426,1556,OXY,WOLFCAMP A,7027,1322,43
121526,1557,OXY,WOLFCAMP A,7656,1904,59
98937,1558,OXY,WOLFCAMP A,7286,1319,42
113562.0078125,1561,OXY,WOLFCAMP A,7425,1362,56
96283,1562,OXY,WOLFCAMP A,7650,1322,43
190795.109375,1565,PXD,WOLFCAMP B,7707,1504,58
196956.890625,1566,PXD,WOLFCAMP B,7737,1656,59
123397.796875,1567,PXD,WOLFCAMP B,7712,2521,49
90056.484375,1568,PXD,WOLFCAMP B,7721,1943,41
62136.72265625,1569,PXD,WOLFCAMP C,7709,1929,41
42495.41015625,1582,APA,DEAN,5027,685,21
100032,1583,LPI,WOLFCAMP A,4500,1994,56
121173,1588,OVV,WOLFCAMP A,7107,1597,30
102567,1589,OVV,WOLFCAMP A,6954,1738,30
114553,1590,OVV,WOLFCAMP A,7107,1435,29
206609.15625,1597,CRWNQST,WOLFCAMP A,7147,1470,36
44044.63671875,1598,CRWNQST,WOLFCAMP B,7654,1760,44
165622.546875,1599,CRWNQST,WOLFCAMP A,7672,1636,45
114319.6796875,1600,CRWNQST,WOLFCAMP A,7689,1795,44
134810.578125,1601,CRWNQST,DEAN,7702,1799,45
53257.01171875,1602,CRWNQST,WOLFCAMP B,7751,1752,42
98679.671875,1603,CRWNQST,WOLFCAMP B,7687,1771,45
107909.68,1615,CPE,SPRABERRY LOWER,7843,1506,39
95699,1616,OXY,WOLFCAMP A,6452,1347,43
62112.12890625,1619,XOM,WOLFCAMP B,6843,1692,53
91529.640625,1633,HENRY,SPRABERRY LOWER,7702,1811,54
88414.2890625,1634,HENRY,SPRABERRY LOWER,7638,1802,52
48436.97265625,1635,HENRY,SPRABERRY LOWER,7704,1832,52
80576,1650,DBLPOINT,WOLFCAMP B,4420,1731,42
42571,1651,TRP,WOLFCAMP B,5270,1211,33
31472.462890625,1652,TRP,WOLFCAMP B,5160,1651,44
130039,1653,FASKEN,WOLFCAMP B,7125,1022,40
63539,1656,OVV,WOLFCAMP A,7635,1933,41
53805,1657,OVV,WOLFCAMP A,7112,2158,43
55214,1658,OVV,WOLFCAMP A,7550,1972,38
65611,1659,OVV,WOLFCAMP A,6977,2178,42
94651,1662,QEP,SPRABERRY MIDDLE,7437,1377,30
152673,1663,QEP,WOLFCAMP B,7485,285,37
187036.015625,1664,QEP,WOLFCAMP A,7308,160,38
102486.0078125,1665,QEP,WOLFCAMP B,7280,1534,38
67658,1666,QEP,SPRABERRY LOWER,7287,1532,38
70144,1667,QEP,SPRABERRY LOWER,7302,1528,38
156141.015625,1668,QEP,WOLFCAMP A,7244,1847,46
88656,1669,QEP,SPRABERRY LOWER,7244,1546,38
77676,1670,QEP,SPRABERRY LOWER,7194,1559,39
133349.59375,1672,SABLE,WOLFCAMP B,7717,1687,40
134913,1673,SEQUITUR,WOLFCAMP B,7370,1985,51
84172.6875,1690,SEQUITUR,WOLFCAMP A,7481,1411,30
134216.703125,1691,SEQUITUR,WOLFCAMP B,6392,1698,42
101009.546875,1692,SEQUITUR,WOLFCAMP B,7656,1396,30
91356.8671875,1693,SEQUITUR,WOLFCAMP B,6460,1825,43
58659.89453125,1694,SEQUITUR,WOLFCAMP A,7652,1411,30
62807,1695,SURGE,WOLFCAMP A,7158,284,31
126494.5078125,1696,SURGE,SPRABERRY LOWER,6587,1986,41
107752.8203125,1697,SURGE,SPRABERRY LOWER,5892,1948,39
135177.046875,1698,SURGE,SPRABERRY LOWER,6108,1975,39
135563,1699,SURGE,WOLFCAMP A,7048,1273,5
126533.7109375,1700,SURGE,WOLFCAMP A,7070,2170,40
131740.171875,1701,SURGE,WOLFCAMP A,7111,2121,39
121674.484375,1702,SURGE,WOLFCAMP A,7111,2119,39
155169,1703,SURGE,WOLFCAMP A,7362,1893,37
147019.75,1704,SURGE,WOLFCAMP A,7280,2137,48
119318,1705,SURGE,WOLFCAMP A,6802,1971,40
154284.1875,1706,SURGE,WOLFCAMP A,6941,3181,60
132556.84375,1707,SURGE,WOLFCAMP A,7186,2063,38
171628.65625,1708,SURGE,WOLFCAMP A,7211,2093,42
97489.234375,1709,SURGE,WOLFCAMP A,6601,2128,38
117759.171875,1710,SURGE,WOLFCAMP A,6601,2125,39
160040.921875,1711,SURGE,WOLFCAMP A,6492,1261,36
104662.703125,1712,SURGE,WOLFCAMP A,6600,1882,36
80162.0390625,1713,SURGE,WOLFCAMP A,6600,2903,53
99071.7109375,1714,SURGE,SPRABERRY LOWER,6950,1290,37
189026.859375,1715,ESTE,WOLFCAMP B,6750,2555,49
110416.078125,1716,ESTE,SPRABERRY LOWER,6885,2558,50
90939,1724,PXD,SPRABERRY LOWER,7373,2209,48
114084,1725,PXD,SPRABERRY LOWER,7666,2223,48
53483.99609375,1726,DISCOVERY,WOLFCAMP B,7570,1643,40
1980.83654785156,1727,DISCOVERY,WOLFCAMP B,7460,1565,25
96137,1745,HUNT,WOLFCAMP B,7510,952,24
120214.3359375,1746,HUNT,WOLFCAMP A,7050,1424,36
84364,1747,HUNT,WOLFCAMP A,7603,954,24
50416.69140625,1748,HUNT,SPRABERRY LOWER,7372,1559,42
79363.4140625,1749,HUNT,WOLFCAMP A,7350,1258,36
78902.1171875,1750,HUNT,WOLFCAMP B,7510,969,24
30185.025390625,1751,HUNT,SPRABERRY LOWER,7562,1589,43
88820,1752,HUNT,WOLFCAMP A,7510,931,23
65353.2578125,1755,ESTE,WOLFCAMP B,7597,1538,38
136482.75,1756,ESTE,WOLFCAMP B,7677,1785,35
100434.1171875,1757,ESTE,WOLFCAMP A,7585,2490,47
113532.03125,1758,ESTE,WOLFCAMP B,7585,2444,47
134806.046875,1759,ENDVR,SPRABERRY LOWER,7171,1608,38
133018,1760,COP,WOLFCAMP B,4998,1839,45
124633,1773,PXD,WOLFCAMP A,6019,1560,36
87296,1774,PXD,WOLFCAMP B,5088,1845,41
84668,1775,PXD,WOLFCAMP B,5049,1859,43
71180.1484375,1780,COP,SPRABERRY LOWER,5092,1475,37
46558.99609375,1781,COP,WOLFCAMP B,5092,1414,34
113000.90625,1784,COP,WOLFCAMP B,7143,1106,40
64560.63671875,1785,COP,SPRABERRY LOWER,7340,970,29
50288.35546875,1786,COP,SPRABERRY MIDDLE,7338,1455,36
43861.87890625,1787,COP,WOLFCAMP B,7334,1379,36
63116.6796875,1788,COP,SPRABERRY LOWER,7252,1453,56
77587.15625,1789,COP,SPRABERRY LOWER,7352,1872,46
75457.5546875,1790,COP,SPRABERRY LOWER,7082,1975,32
39020.5,1791,HIBERNIA,WOLFCAMP B,5089,1800,42
96253.0078125,1792,HIBERNIA,WOLFCAMP B,5098,1601,38
14755.2158203125,1793,OXY,SPRABERRY MIDDLE,4894,1271,25
0,1794,OXY,SPRABERRY LOWER,4906,1264,25
61631,1805,SABLE,WOLFCAMP A,5103,1900,40
153998,1816,PXD,WOLFCAMP A,4960,1706,46
112211.734375,1817,PXD,WOLFCAMP B,5071,1691,45
149336.34375,1820,OVV,SPRABERRY LOWER,7880,1941,45
56475,1837,APA,WOLFCAMP B,3498,2698,42
106256,1852,OVV,WOLFCAMP B,7304,1520,29
171163,1853,OVV,SPRABERRY LOWER,6413,1991,49
135994,1854,OVV,SPRABERRY LOWER,6583,1382,47
104685.0078125,1855,OVV,WOLFCAMP C,3079,3622,67
214770,1856,OVV,SPRABERRY LOWER,6352,1489,52
142275,1857,OVV,SPRABERRY LOWER,6984,1555,51
163642,1870,DISCOVERY,WOLFCAMP B,7629,1834,58
159648,1871,DISCOVERY,WOLFCAMP B,7628,1843,58
212778.015625,1872,DISCOVERY,SPRABERRY LOWER,7347,1863,58
148478,1873,DISCOVERY,WOLFCAMP B,7716,1859,58
161780,1874,DISCOVERY,WOLFCAMP B,7719,1867,60
133217,1875,DISCOVERY,WOLFCAMP B,7672,1877,59
135932,1876,DISCOVERY,WOLFCAMP B,7675,1876,60
159816.609375,1883,SURGE,WOLFCAMP A,4179,3064,57
151048,1884,SURGE,WOLFCAMP A,5652,1880,38
83509.625,1890,PXD,WOLFCAMP D,6149,1097,32
105336,1891,PXD,WOLFCAMP A,7052,1170,32
307984.53125,1899,OVV,SPRABERRY LOWER,6512,2014,49
144424.484375,1900,OVV,SPRABERRY MIDDLE,6247,2011,49
116393.0546875,1901,PXD,WOLFCAMP A,5101,1932,55
167087.265625,1902,PXD,WOLFCAMP B,5112,1679,53
63617.6796875,1903,PXD,WOLFCAMP B,5102,1927,38
175402.296875,1904,PXD,WOLFCAMP A,5094,2020,59
143825.203125,1905,PXD,WOLFCAMP B,5126,2021,58
68417,1915,ENDVR,WOLFCAMP B,6387,1626,42
61979,1916,ENDVR,SPRABERRY LOWER,6277,1437,35
89766.3203125,1933,PXD,WOLFCAMP B,4775,1289,41
72499.8828125,1934,PXD,WOLFCAMP D,4530,1017,36
86961.3828125,1935,PXD,WOLFCAMP B,4740,1216,41
86050.859375,1936,PXD,WOLFCAMP B,7031,1449,40
103425.4453125,1937,PXD,WOLFCAMP B,7177,1807,44
87673.7265625,1938,PXD,WOLFCAMP B,7177,1431,40
134292.765625,1939,PXD,WOLFCAMP A,7513,1404,50
133926.453125,1940,PXD,WOLFCAMP A,7511,1403,51
112571.0625,1941,PXD,WOLFCAMP A,7513,1408,51
