CumOil12Month,rowID,Operator,CompletionDate,Reservoir,LateralLength_FT,ProppantIntensity_LBSPerFT,FluidIntensity_BBLPerFT,HzDistanceToNearestOffsetAtDrill,HzDistanceToNearestOffsetCurrent,VtDistanceToNearestOffsetCurrent,VtDistanceToNearestOffsetAtDrill,WellDepth,ReservoirThickness,OilInPlace,Porosity,ReservoirPressure,WaterSaturation,StructureDerivative,TotalOrganicCarbon,ClayVolume,CarbonateVolume,Maturity,TotalWellCost_USDMM
121497.9922,2911,XOM,12/5/2015,WOLFCAMP B,9604.0000,1114.0000,39.0000,472.1770,472.1770,170.7590,170.7590,6952.6500,390.1810,19192.0370,0.0650,4847.7609,0.5320,0.0120,2.7538,0.2020,0.2050,0.9270,4.8231
126851.0000,2912,XOM,12/2/2015,WOLFCAMP B,10084.0000,1111.0000,36.0000,441.2060,314.9440,304.7080,267.8950,6773.0750,380.0680,13728.0580,0.0760,4604.7990,0.6970,0.0120,3.1862,0.2180,0.1350,0.9270,4.9200
159201.0000,2913,XOM,12/6/2015,WOLFCAMP A,8948.0000,1128.0000,39.0000,807.4180,658.1890,254.0840,95.4710,6511.4970,,26023.9930,0.0470,4020.3137,0.2950,0.0100,2.1709,0.1730,0.3730,0.9290,4.5471
98650.0000,2914,XOM,8/2/2017,WOLFCAMP A,9904.0000,1451.0000,53.0000,289.6920,289.6920,187.3630,187.3630,6459.3310,,28332.7080,0.0520,3933.1225,0.3070,0.0100,2.3507,0.1790,0.3010,0.9280,5.5177
158648.9844,2915,XOM,12/6/2015,WOLFCAMP A,9545.0000,1107.0000,40.0000,441.8660,441.8660,45.8480,267.8950,6505.1800,,25477.4330,0.0460,4092.2365,0.2960,0.0100,2.1502,0.1760,0.3680,0.9270,4.7417
109335.0000,2916,XOM,8/4/2017,WOLFCAMP A,10353.0000,1449.0000,51.0000,188.7980,188.7980,341.5210,341.5210,6431.5540,,27427.4290,0.0520,3607.2917,0.3160,0.0100,2.3603,0.1870,0.2840,0.9270,5.6750
61814.2422,2917,INDEPENDENCE,8/11/2018,WOLFCAMP A,4632.0000,,,928.7050,605.8810,7.5780,7.5780,6812.1390,,17293.6010,0.0380,3797.6920,0.2600,0.0050,2.0318,0.1510,0.3570,0.8890,4.3611
109770.0469,2918,XOM,5/16/2018,WOLFCAMP B,10303.0000,1406.0000,54.0000,10.8460,10.8460,286.5450,286.5450,6743.2470,400.3150,11395.3260,0.0590,4395.9399,0.6970,0.0110,6.2319,0.1710,0.2800,0.9030,5.6805
232271.2656,2919,XOM,5/17/2018,WOLFCAMP A,10304.0000,1408.0000,52.0000,10.7160,10.7160,176.5580,176.5580,6456.7020,,16964.6820,0.0620,4137.9839,0.6930,0.0070,3.0703,0.2010,0.2270,0.9030,5.6158
60799.6875,2920,XOM,5/16/2018,WOLFCAMP C,10305.0000,1707.0000,61.0000,2000.0000,2000.0000,500.0000,500.0000,7206.0880,,8093.9920,0.0660,4617.2780,0.8300,,2.1856,0.2180,0.2090,0.9030,6.2774
117862.6484,2921,XOM,5/11/2018,WOLFCAMP B,10303.0000,1423.0000,,14.1060,14.1060,30.8630,332.8590,6781.1750,399.7520,13734.2310,0.0630,4650.7170,0.6220,0.0120,3.0832,0.1800,0.2670,0.9060,5.7046
244565.3438,2922,XOM,5/11/2018,WOLFCAMP A,10303.0000,1418.0000,54.0000,13.5430,13.5430,185.9680,159.8990,6448.3160,,17848.3540,0.0530,4232.6549,0.6150,0.0080,2.4646,0.1890,0.3190,0.9060,5.6623
195777.1406,2923,XOM,5/12/2018,WOLFCAMP B,10304.0000,1364.0000,53.0000,8.6010,8.6010,185.9680,185.9680,6634.2830,399.7520,15283.8550,0.0790,4151.7519,0.6650,0.0120,2.8091,0.1820,0.2450,0.9050,5.6060
136481.8594,2924,XOM,5/12/2018,WOLFCAMP A,10304.0000,1430.0000,52.0000,8.1350,8.1350,138.8410,138.8410,6288.4160,,29157.0750,0.0500,3891.3680,0.2830,0.0080,2.4389,0.1720,0.3390,0.9050,5.6235
78601.9141,2925,XOM,5/12/2018,WOLFCAMP B,10303.0000,1410.0000,54.0000,13.2500,13.2500,116.0290,116.0290,6750.3120,400.3150,13207.1210,0.0620,4396.8589,0.6550,0.0110,5.8558,0.1720,0.2740,0.9050,5.6993
156806.1563,2926,XOM,5/13/2018,WOLFCAMP B,10310.0000,1415.0000,51.0000,501.7000,501.7000,109.9870,109.9870,6633.2600,400.3150,16045.5200,0.0820,4305.2386,0.6670,0.0110,2.7139,0.1840,0.2530,0.9040,5.6442
71587.8438,2927,XOM,5/13/2018,WOLFCAMP A,10310.0000,1438.0000,50.0000,234.0960,234.0960,197.0600,197.0600,6259.6420,,28025.3460,0.0530,3377.9875,0.3210,0.0080,2.5725,0.1800,0.3070,0.9010,5.5934
198223.1094,2928,CVX,5/1/2018,WOLFCAMP A,9524.0000,,,289.3210,383.2690,500.0000,114.9760,6244.5360,,22542.0450,0.0710,3181.0846,0.6280,0.0070,2.5728,0.2260,0.1310,0.9120,5.3036
91514.3906,2929,CVX,8/29/2015,WOLFCAMP B,7694.0000,1433.0000,33.0000,674.3720,256.1260,267.9200,79.7210,6912.5420,336.0900,14101.2530,0.0630,4091.5924,0.5880,0.0100,3.4145,0.1700,0.1610,0.9680,3.8722
102079.5391,2930,CVX,8/31/2015,WOLFCAMP D,7908.0000,1439.0000,34.0000,2000.0000,2000.0000,500.0000,500.0000,7828.4440,,18667.5360,0.0700,5005.1741,0.5460,,2.5484,0.2720,0.1510,0.9680,4.0762
95749.0703,2931,CVX,8/31/2015,WOLFCAMP A,7478.0000,1463.0000,35.0000,201.8210,201.8210,237.9720,237.9720,6674.5700,,26487.4840,0.0540,3915.3288,0.3400,0.0090,2.7210,0.1700,0.2770,0.9680,3.8029
202342.0000,2932,CVX,2/18/2018,SPRABERRY LOWER SHALE,9864.0000,,,1183.8160,894.6310,0.1580,375.6180,6239.0560,,25116.3960,0.0560,3278.1708,0.4690,0.0130,2.6840,0.2270,0.1040,0.9700,5.4530
141846.0000,2933,CVX,3/10/2015,WOLFCAMP B,7356.0000,1462.0000,34.0000,673.4310,437.0840,28.5440,48.8070,6998.9970,317.8060,11454.8955,0.0590,4479.2141,0.6550,0.0120,2.5510,0.1960,0.2320,0.9710,3.7955
103140.0000,2934,CVX,3/10/2015,WOLFCAMP D,7492.0000,1368.0000,32.0000,2000.0000,2000.0000,500.0000,500.0000,7851.5490,,15737.3670,0.0680,4930.5862,0.5960,,2.1715,0.2780,0.1630,0.9700,3.8590
163166.4688,2935,CVX,5/14/2018,SPRABERRY LOWER SHALE,9791.0000,2061.0000,35.0000,902.4340,760.2290,20.8480,27.3910,6224.9110,,28273.8180,0.0560,3247.5327,0.4120,0.0130,2.7978,0.2280,0.1030,0.9690,5.2079
72158.0000,2936,CVX,6/30/2015,WOLFCAMP B,7694.0000,1441.0000,34.0000,453.5880,506.1840,250.6380,263.8350,6938.4050,336.0900,16298.2210,0.0720,4627.7478,0.5790,0.0010,3.1857,0.2010,0.1490,0.9680,3.8847
187108.5938,2937,CVX,5/1/2018,SPRABERRY LOWER SHALE,9938.0000,,,1038.6490,1038.6490,32.0730,32.0730,6239.3440,,27373.2640,0.0580,3263.6873,0.4480,0.0130,2.7321,0.2260,0.1150,0.9710,5.4834
130698.9141,2938,CVX,2/17/2016,WOLFCAMP A,7350.0000,1306.0000,32.0000,557.4250,333.7410,238.9170,237.4400,6700.9650,,25326.6630,0.0500,4058.0390,0.3090,0.0090,2.5393,0.1650,0.3070,0.9670,3.6035
81140.0781,2939,CVX,2/21/2016,WOLFCAMP B,7140.0000,1311.0000,31.0000,667.7300,492.6560,123.0110,2.9530,6941.3580,336.2550,16265.3120,0.0710,4651.2498,0.5810,0.0010,3.1642,0.1970,0.1510,0.9670,3.5666
67170.9219,2940,CVX,4/20/2016,WOLFCAMP A,7332.0000,1286.0000,21.0000,341.1590,341.1590,260.1160,260.1160,6710.2500,,22180.9740,0.0460,4115.1125,0.3700,0.0100,2.4315,0.1640,0.3150,0.9690,3.4564
81194.3516,2941,CVX,4/20/2016,WOLFCAMP A,7326.0000,1273.0000,20.0000,314.4570,314.4570,254.5040,254.5040,6715.0890,,23916.8430,0.0480,4025.3449,0.3490,0.0100,2.5443,0.1620,0.3140,0.9700,3.4412
79904.0000,2942,CVX,4/12/2015,WOLFCAMP B,7356.0000,1457.0000,34.0000,451.6010,392.0010,272.3600,269.0920,6990.7160,326.7260,11328.4370,0.0570,4439.0267,0.6360,0.0110,2.6925,0.1930,0.2260,0.9700,3.7927
167954.7188,2943,CVX,5/14/2018,SPRABERRY LOWER SHALE,10336.0000,2061.0000,36.0000,292.8090,595.3230,187.8090,375.4590,6239.2150,,22872.8820,0.0570,3205.0047,0.5160,0.0110,2.6600,0.2260,0.0910,0.9680,5.4466
37688.0000,2944,CVX,4/20/2016,WOLFCAMP A,7502.0000,1375.0000,18.0000,329.0880,301.3900,336.6640,337.7290,6614.6740,,23273.7290,0.0520,3531.5181,0.3710,0.0100,2.6827,0.1750,0.2450,0.9690,3.5359
30982.1719,2945,CVX,12/18/2014,WOLFCAMP B,4626.0000,1357.0000,37.0000,683.1610,344.3860,329.8010,43.7930,6992.2630,326.7260,10666.6970,0.0530,4226.7138,0.6410,0.0100,2.7341,0.1810,0.2280,0.9690,2.8223
73465.8438,2946,CVX,11/22/2016,WOLFCAMP A,4742.0000,1316.0000,31.0000,323.8630,323.8630,291.2910,291.2910,6547.9480,,24422.0870,0.0500,3753.4356,0.3890,0.0050,2.5014,0.1640,0.3220,0.9360,2.7240
83434.8516,2947,CVX,4/7/2016,WOLFCAMP A,4692.0000,1334.0000,30.0000,319.2810,319.2810,321.4100,321.4100,6522.8040,,18619.1800,0.0590,3806.6357,0.5520,0.0050,2.4538,0.1870,0.2490,0.9350,2.7088
104394.6719,2948,CVX,4/7/2016,WOLFCAMP B,4665.0000,1339.0000,30.0000,324.8450,335.5000,327.8660,326.3850,6849.1890,404.2230,14581.7220,0.0690,4369.5760,0.6510,0.0050,3.0032,0.1720,0.2200,0.9350,2.7406
64784.1563,2949,CVX,4/7/2016,WOLFCAMP A,1598.0000,2935.0000,68.0000,309.9090,309.9090,313.8930,313.8930,6519.8410,,23124.7540,0.0520,3715.7745,0.4330,0.0050,2.4228,0.1670,0.3090,0.9340,2.0678
106966.2031,2950,CVX,4/7/2016,WOLFCAMP B,4632.0000,1284.0000,32.0000,310.9720,310.9720,313.8930,313.8930,6833.7340,404.2230,13737.6650,0.0740,4281.9761,0.6900,0.0050,2.9925,0.1720,0.2210,0.9330,2.7172
118046.8906,2951,CVX,1/14/2017,WOLFCAMP B,4629.0000,1988.0000,52.0000,423.1490,423.1490,286.7270,286.7270,6851.7380,396.6180,12264.1860,0.0750,4264.8033,0.7280,0.0110,3.0332,0.1710,0.2160,0.9390,3.2137
131881.5625,2952,CVX,12/31/2016,WOLFCAMP B,4607.0000,1989.0000,51.0000,656.2270,554.9910,190.1030,68.3270,6873.9090,408.4710,12305.3260,0.0730,4355.6301,0.7280,0.0060,3.0336,0.1710,0.2130,0.9430,3.1974
73444.4297,2953,CVX,12/16/2016,WOLFCAMP A,4606.0000,1850.0000,53.0000,444.4750,444.4750,302.3630,302.3630,6562.0320,,23914.6990,0.0490,3754.2652,0.3690,0.0120,2.5614,0.1630,0.3120,0.9420,3.0967
96667.5938,2954,CVX,1/7/2017,WOLFCAMP B,4606.0000,1302.0000,52.0000,445.4450,445.4450,299.3830,299.3830,6864.3940,396.6180,12409.4800,0.0730,4330.4306,0.7220,0.0060,3.0541,0.1710,0.2120,0.9410,2.8550
94529.4063,2955,CVX,12/25/2016,WOLFCAMP A,4575.0000,2007.0000,55.0000,420.5750,420.5750,286.7270,286.7270,6565.0110,,23845.4605,0.0580,3300.3115,0.4370,0.0060,2.5790,0.1790,0.2450,0.9410,3.1814
74782.0469,2956,CVX,10/8/2015,WOLFCAMP D,4442.0000,1474.0000,32.0000,1383.9140,1383.9140,24.9760,24.9760,7953.2340,,17342.5060,0.0620,4736.5633,0.5400,,2.6157,0.2390,0.1410,0.9550,2.8922
57167.9336,2957,CVX,10/8/2015,WOLFCAMP A,4499.0000,1386.0000,30.0000,208.1740,208.1740,297.1930,297.1930,6637.7520,,24317.5350,0.0520,3787.8413,0.3880,0.0060,3.0457,0.1600,0.2720,0.9540,2.6828
89844.2734,2958,CVX,10/2/2015,WOLFCAMP B,4682.0000,1594.0000,29.0000,460.0330,460.0330,24.9150,24.9150,6934.9450,362.0680,13680.5560,0.0700,4469.9795,0.6810,0.0050,3.6477,0.1730,0.1340,0.9530,2.8850
69619.6094,2959,CVX,11/2/2015,WOLFCAMP B,4914.0000,,31.0000,209.0250,209.0250,24.9150,24.9150,6959.8600,353.2940,15061.4430,0.0740,4444.4079,0.6620,0.0050,3.6144,0.1960,0.1380,0.9520,3.4637
64505.8945,2960,CVX,1/27/2016,WOLFCAMP D,4922.0000,1407.0000,32.0000,1383.4440,1383.4440,24.9760,24.9760,7928.2570,,16807.8930,0.0620,4771.2222,0.5470,,2.4330,0.2390,0.1680,0.9520,3.0209
53473.3047,2961,CVX,1/27/2016,WOLFCAMP A,4922.0000,1332.0000,31.0000,208.6000,208.6000,315.1270,315.1270,6613.8080,,23051.9490,0.0510,3703.6163,0.4120,0.0080,3.0288,0.1600,0.2770,0.9520,2.8029
96860.8750,2962,CVX,1/27/2016,WOLFCAMP B,4902.0000,1276.0000,31.0000,868.8650,666.3620,22.7890,14.6520,6928.9350,353.2940,13823.8290,0.0700,4482.0094,0.6770,0.0040,3.4968,0.1800,0.1540,0.9510,2.8042
123757.0000,2963,HANNATHON,4/19/2017,WOLFCAMP A,7726.0000,,61.0000,,,,,4338.8990,,12644.7290,0.0420,2562.3116,0.3630,0.0260,2.3934,0.1760,0.2820,0.7890,6.2583
132083.0000,2964,CVX,4/22/2015,WOLFCAMP A,7492.0000,1448.0000,34.0000,198.9960,198.9960,269.0920,269.0920,6721.6240,,20370.1190,0.0430,4182.3690,0.3560,0.0120,2.1703,0.1520,0.3700,0.9700,3.7958
102018.0000,2965,CVX,11/4/2015,WOLFCAMP B,7082.0000,1335.0000,32.0000,453.4590,544.6320,138.6120,269.6110,6984.7300,261.2620,14053.5450,0.0630,3246.0631,0.5960,0.0010,2.7503,0.1850,0.1680,0.9720,3.5809
75463.3906,2966,CVX,7/27/2016,WOLFCAMP B,6602.0000,1309.0000,30.0000,590.0210,360.6990,130.2090,12.9570,6962.5800,261.2620,16172.2650,0.0620,4323.8180,0.5510,0.0080,2.9144,0.1680,0.2350,0.9720,3.3852
79873.6094,2967,CVX,7/27/2016,WOLFCAMP A,6659.0000,1233.0000,29.0000,132.6410,293.5490,258.5360,247.4610,6715.1190,,21634.3440,0.0490,4074.4767,0.3740,0.0090,2.3000,0.1570,0.3550,0.9720,3.3008
76833.9609,2968,CVX,8/1/2016,WOLFCAMP B,7082.0000,1303.0000,30.0000,60.0370,60.0370,12.9570,12.9570,6975.5360,261.2620,17908.1220,0.0650,4526.9300,0.5250,0.0080,2.8473,0.1730,0.2280,0.9720,3.5409
86655.4922,2969,CVX,7/27/2016,WOLFCAMP A,6842.0000,1255.0000,29.0000,60.0390,60.0390,257.5750,257.5750,6717.9610,,20980.2560,0.0480,4098.9810,0.3900,0.0090,2.3021,0.1570,0.3580,0.9720,3.3788
99827.0000,2970,CVX,10/20/2016,WOLFCAMP B,6666.0000,1311.0000,30.0000,337.4060,337.4060,255.9260,255.9260,6991.9710,270.5090,11118.1190,0.0500,4256.6732,0.6310,0.0080,2.7559,0.1740,0.2370,0.9710,3.4006
115452.1563,2971,CVX,10/20/2016,WOLFCAMP B,6660.0000,1312.0000,30.0000,651.9940,321.1160,255.6300,10.6640,6986.4480,273.3260,12899.8020,0.0570,4233.8106,0.6180,0.0080,2.8044,0.1740,0.2340,0.9710,3.4015
129467.8438,2972,CVX,10/20/2016,WOLFCAMP A,7382.0000,1268.0000,30.0000,301.3890,301.3890,250.4040,250.4040,6736.0450,,18997.3400,0.0430,4149.3888,0.3650,0.0090,2.1618,0.1520,0.3850,0.9710,3.5718
58821.9492,2973,CVX,1/16/2016,WOLFCAMP B,7382.0000,1301.0000,40.0000,672.1780,492.5360,18.5520,26.4400,6975.7850,273.3260,17090.3100,0.0650,4572.6639,0.5410,0.0100,2.8403,0.1730,0.2310,0.9710,3.7370
142384.7813,2974,CVX,10/20/2016,WOLFCAMP A,7146.0000,1310.0000,30.0000,312.7830,325.0520,255.5250,250.1930,6725.5920,,21126.6920,0.0470,3988.6772,0.3650,0.0130,2.2575,0.1530,0.3760,0.9710,3.5255
153923.0000,2975,CVX,6/21/2017,WOLFCAMP B,7246.0000,1675.0000,57.0000,884.3710,876.8020,68.1690,121.6850,6943.5870,362.3750,13816.0070,0.0720,4586.8467,0.6700,0.0040,3.7159,0.1790,0.1480,0.9510,4.1552
132634.0000,2976,CVX,7/11/2017,WOLFCAMP B,7180.0000,1382.0000,47.0000,884.4340,884.4340,141.3270,121.6850,7065.2720,362.3750,18307.5080,0.0650,4351.6623,0.5360,0.0030,3.8184,0.1730,0.1890,0.9490,3.8027
163286.0000,2977,CVX,10/9/2017,WOLFCAMP B,7080.0000,1735.0000,57.0000,1053.8490,975.4070,500.0000,70.6330,6923.9450,362.5480,14580.3820,0.0760,4570.3279,0.6700,0.0030,3.4823,0.1820,0.1710,0.9480,4.1416
62591.9805,2978,CVX,10/8/2015,WOLFCAMP B,4746.0000,1675.0000,30.0000,208.1460,208.1460,6.1730,303.3650,6941.1180,351.9960,12301.5410,0.0670,4505.6242,0.7040,0.0050,3.5317,0.1710,0.1490,0.9550,2.9540
193723.7969,2979,PXD,8/12/2018,WOLFCAMP B,9939.0000,1993.0000,53.0000,245.7920,245.7920,500.0000,320.8510,5968.8350,496.6600,18914.4080,0.0760,3527.6813,0.7120,0.0120,2.6871,0.1890,0.2530,0.9420,7.0262
135561.2031,2980,PXD,8/12/2018,WOLFCAMP B,9990.0000,1948.0000,56.0000,244.7920,244.7920,320.8510,320.8510,6289.6860,496.6600,15434.2560,0.0770,4420.7607,0.7660,0.0120,2.7015,0.1980,0.2620,0.9420,7.0993
102369.1172,2981,BIRCH,3/7/2019,SPRABERRY LOWER SHALE,7563.0000,2471.0000,48.0000,465.7800,147.7250,359.4320,380.8530,5098.7180,,18169.9310,0.0550,2550.4246,0.5280,0.0120,2.4991,0.2250,0.1230,0.8470,4.6487
142837.6094,2982,BIRCH,3/18/2019,WOLFCAMP A,7674.0000,2554.0000,52.0000,7.4730,322.9450,285.1870,330.6990,5429.4160,,16272.3920,0.0640,2710.6571,0.5710,0.0130,2.5256,0.2190,0.0930,0.8470,4.8666
114087.2656,2983,BIRCH,3/5/2019,WOLFCAMP A,8347.0000,2235.0000,54.0000,458.0450,234.2760,192.4910,167.4140,5646.9840,,12860.8520,0.0540,3253.8403,0.5210,0.0130,2.7167,0.2010,0.2100,0.8470,4.9462
129819.0000,2984,BIRCH,3/11/2019,WOLFCAMP A,7712.0000,2792.0000,,189.1660,189.1660,167.4140,167.4140,5479.5710,,19845.2180,0.0620,2694.6884,0.3800,0.0130,2.7607,0.2210,0.1270,0.8460,5.1099
204924.6563,2985,BIRCH,3/16/2019,SPRABERRY LOWER SHALE,7647.0000,2456.0000,47.0000,189.2260,189.2260,335.2690,335.2690,5095.0310,,19363.2010,0.0550,2530.9879,0.4990,0.0120,2.4531,0.2260,0.1250,0.8460,4.6647
131444.3594,2986,BIRCH,3/19/2019,WOLFCAMP B,7672.0000,2302.0000,54.0000,197.0950,197.0950,85.5710,85.5710,5714.2250,221.7100,8569.2820,0.0480,3417.9570,0.6200,0.0120,2.7566,0.1910,0.1940,0.8460,4.7087
114361.0000,2987,BIRCH,3/20/2019,SPRABERRY LOWER,7714.0000,2544.0000,41.0000,275.6640,275.6640,335.2690,335.2690,4759.7620,,4947.3830,0.0630,1909.8912,0.8890,,2.2142,0.1830,0.0790,0.8460,4.7520
87006.9141,2988,BIRCH,3/28/2019,SPRABERRY LOWER SHALE,7699.0000,2486.0000,49.0000,72.2960,72.2960,6.1240,341.3930,5101.1550,,20651.0100,0.0560,2538.2750,0.4830,0.0120,2.4423,0.2270,0.1280,0.8470,4.7455
124050.1641,2989,BIRCH,3/27/2019,WOLFCAMP A,7593.0000,2630.0000,55.0000,66.9790,66.9790,68.8230,68.8230,5470.2230,,19993.3580,0.0610,2687.8851,0.3610,0.0130,2.7803,0.2210,0.1320,0.8460,4.9232
77169.9141,2990,BIRCH,3/27/2019,WOLFCAMP A,7694.0000,2385.0000,56.0000,66.8620,66.8620,85.5710,85.5710,5628.6540,,13400.8730,0.0550,3136.7759,0.4870,0.0130,2.6959,0.1970,0.2160,0.8460,4.8054
75475.7891,2991,BIRCH,3/20/2019,SPRABERRY LOWER SHALE,7679.0000,2636.0000,48.0000,126.8410,126.8410,21.6700,321.9150,5079.4850,,11901.6740,0.0640,1987.2332,0.6980,0.0130,2.6456,0.2000,0.1010,0.8460,4.8504
146225.8906,2992,BIRCH,3/22/2019,WOLFCAMP A,7688.0000,2565.0000,54.0000,126.5440,126.5440,227.2540,68.8230,5401.4000,,16171.3630,0.0640,2800.1973,0.5790,0.0130,2.4917,0.2210,0.0890,0.8460,4.8980
66995.3203,2993,BIRCH,3/23/2019,WOLFCAMP B,7704.0000,2427.0000,58.0000,132.3660,132.3660,45.9390,273.1930,5674.5930,220.2400,9734.0180,0.0560,3427.0874,0.6200,0.0120,2.7390,0.1940,0.1910,0.8460,4.8729
399123.0000,2994,PXD,6/26/2018,WOLFCAMP A,11078.0000,2534.0000,51.0000,439.4990,439.4990,285.9330,285.9330,6595.1090,,26808.3590,0.0630,3617.2380,0.3440,0.0070,2.7339,0.2090,0.2010,0.9740,8.7618
391760.0000,2995,PXD,6/26/2018,WOLFCAMP A,11228.0000,2488.0000,50.0000,429.2170,429.2170,281.8510,281.8510,6606.3260,,27680.0740,0.0610,3719.7236,0.2880,0.0070,2.7325,0.2040,0.2240,0.9740,8.7683
213222.0156,2996,PXD,1/24/2018,WOLFCAMP B,11260.0000,3012.0000,57.0000,876.5910,418.8090,279.4190,13.0280,6874.5280,251.3750,13444.6320,0.0580,4238.2748,0.5200,0.0050,2.8746,0.1570,0.2680,0.9730,9.9118
193594.0000,2997,PXD,1/26/2018,WOLFCAMP B,11260.0000,3020.0000,57.0000,859.1440,425.7010,281.2300,1.2410,6887.5560,251.3750,11538.3080,0.0540,4130.5842,0.5540,0.0060,2.8549,0.1640,0.2530,0.9740,9.9307
183486.9844,2998,PXD,1/31/2018,WOLFCAMP B,11240.0000,3017.0000,57.0000,859.0470,432.7100,2.4700,1.2410,6888.7980,261.4520,11786.9830,0.0530,4171.3315,0.5420,0.0060,2.8741,0.1620,0.2520,0.9750,9.9100
299607.0000,2999,PXD,7/6/2018,WOLFCAMP A,11228.0000,2559.0000,51.0000,425.6680,425.6680,289.3420,289.3420,6589.2840,,28299.1090,0.0610,3666.7121,0.2820,0.0080,2.7745,0.2060,0.2150,0.9750,8.9075
311707.0000,3000,PXD,7/7/2018,WOLFCAMP A,11078.0000,2528.0000,50.0000,435.7150,435.7150,270.3650,270.3650,6599.6700,,27853.0900,0.0580,3754.3217,0.2570,0.0100,2.7080,0.1960,0.2490,0.9760,8.7320
208969.0000,3001,PXD,1/30/2018,WOLFCAMP B,11106.0000,3141.0000,54.0000,855.1220,426.3220,2.4700,2.4700,6886.3280,261.4520,10778.8030,0.0520,4147.7295,0.5790,0.0070,2.8478,0.1650,0.2460,0.9750,9.9538
213840.0000,3002,PXD,1/26/2018,WOLFCAMP B,11258.0000,3119.0000,54.0000,854.9540,424.3110,271.2530,1.7770,6870.9230,272.3540,10905.3890,0.0530,4060.6237,0.5830,0.0070,2.8831,0.1630,0.2450,0.9750,10.0268
228545.0000,3003,PXD,1/24/2018,WOLFCAMP B,9306.0000,3124.0000,54.0000,873.1890,429.4880,1.7770,1.7770,6869.1460,272.3540,10717.9560,0.0550,4007.3641,0.6110,0.0080,2.8888,0.1650,0.2390,0.9760,8.4945
54810.8320,3004,APA,2/10/2015,WOLFCAMP B,4500.0000,2755.0000,29.0000,997.4430,997.4430,313.6400,313.6400,6913.7700,451.0340,14172.5970,0.0510,4512.6759,0.6070,0.0100,2.5277,0.1610,0.3050,0.9360,3.5217
53299.0078,3005,APA,2/11/2015,WOLFCAMP A,4612.0000,1820.0000,17.0000,1454.0560,924.9870,244.9020,134.6100,6270.2500,,31821.2560,0.0580,3252.4125,0.3490,0.0090,2.7188,0.1930,0.2590,0.9360,2.9002
80674.0000,3006,APA,10/26/2014,WOLFCAMP B,4425.0000,1872.0000,27.0000,951.4740,866.5370,119.8340,191.3680,6673.7430,452.2940,18699.5460,0.0710,4370.2126,0.6320,0.0100,2.7630,0.1610,0.2840,0.9360,2.9867
279407.0000,3007,APA,12/14/2017,WOLFCAMP A,10378.0000,1676.0000,50.0000,391.9890,563.3030,146.5450,265.9810,6498.1280,,20092.2550,0.0560,4282.3555,0.6220,0.0130,2.9945,0.1790,0.2940,0.9390,5.4529
135798.0625,3008,APA,12/16/2017,WOLFCAMP B,10374.0000,1677.0000,50.0000,328.2910,328.2910,260.9180,260.9180,6764.1090,446.9600,13047.3110,0.0580,3972.3202,0.6720,0.0120,2.4513,0.1530,0.3320,0.9390,5.4870
221041.9375,3009,APA,12/15/2017,WOLFCAMP A,10399.0000,1637.0000,46.0000,327.3200,327.3200,238.2920,238.2920,6503.1910,,20481.9190,0.0590,4282.6101,0.6230,0.0130,3.0052,0.1810,0.2890,0.9390,5.3515
125559.5000,3010,APA,12/18/2017,WOLFCAMP B,10419.0000,1656.0000,51.0000,435.2690,435.2690,228.7830,228.7830,6741.4830,446.9600,12512.8710,0.0630,4335.4534,0.7090,0.0110,2.6689,0.1650,0.2990,0.9390,5.4976
214456.5000,3011,APA,12/18/2017,WOLFCAMP A,10380.0000,1659.0000,51.0000,877.9740,495.3290,242.8230,11.5940,6512.6990,,23744.4820,0.0600,4264.8585,0.5750,0.0130,3.0288,0.1810,0.2830,0.9390,5.4601
137632.0000,3012,APA,12/20/2017,WOLFCAMP B,10431.0000,1653.0000,51.0000,312.0390,434.1500,262.6610,268.4580,6769.5630,450.5780,12098.9030,0.0610,4116.4678,0.7090,0.0110,2.5170,0.1540,0.3280,0.9390,5.5088
403250.4063,3013,OVV,8/9/2017,SPRABERRY LOWER SHALE,9867.0000,2116.0000,39.0000,658.5560,658.5560,1.0390,1.0390,4458.6900,,14988.2170,0.0590,1890.2702,0.6110,0.0150,2.4298,0.2050,0.0990,0.8840,5.0992
218583.5938,3014,OVV,8/9/2017,WOLFCAMP A,9626.0000,2089.0000,40.0000,605.1090,845.5980,16.8290,3.2910,4901.6300,,27937.8470,0.0570,2667.4780,0.1970,0.0180,2.5478,0.1970,0.2040,0.8830,5.0237
180291.0000,3015,OVV,8/9/2017,SPRABERRY LOWER SHALE,9643.0000,2663.0000,56.0000,596.8500,596.8500,1.0390,1.0390,4457.6510,,14324.3910,0.0600,1992.8484,0.6320,0.0150,2.5132,0.2090,0.1020,0.8830,5.8445
378237.0313,3016,OVV,8/13/2017,WOLFCAMP A,9618.0000,2586.0000,55.0000,604.0940,604.0940,3.2910,3.2910,4904.9210,,28554.2540,0.0570,2644.9558,0.1870,0.0180,2.5753,0.1970,0.2090,0.8820,5.7951
393741.5000,3017,OVV,8/14/2017,SPRABERRY LOWER SHALE,9679.0000,2580.0000,54.0000,597.1170,597.1170,1.3260,1.3260,4458.9770,,14457.3090,0.0590,2055.8266,0.6180,0.0150,2.4998,0.2160,0.1070,0.8820,5.7431
