CumOil12Month,rowID,Operator,CompletionDate,DaysSinceStruck,Reservoir,LateralLength_FT,ProppantIntensity_LBSPerFT,FluidIntensity_BBLPerFT,HzDistanceToNearestOffsetAtDrill,HzDistanceToNearestOffsetCurrent,VtDistanceToNearestOffsetCurrent,VtDistanceToNearestOffsetAtDrill,WellDepth,PSI_PerSqf_Thick,ReservoirThickness,OilInPlace,Porosity,ReservoirPressure,WaterSaturation,StructureDerivative,TotalOrganicCarbon,ClayVolume,CarbonateVolume,Maturity,TotalWellCost_USDMM
57167.93359375,2957,CVX,2015-10-08,2474,WOLFCAMP A,4499,1386,30,208.174,208.174,297.193,297.193,6637.752,2.17802156636879,8250,24317.535,0.052,3787.841281,0.388,0.006,3.045684483,0.16,0.272,0.954,2.68283867835999
89844.2734375,2958,CVX,2015-10-02,2480,WOLFCAMP B,4682,1594,29,460.033,460.033,24.915,24.915,6934.945,8.09999233240338e-02,362.068,13680.556,0.07,4469.97954,0.681,0.005,3.647743613,0.173,0.134,0.953,2.88504457473755
69619.609375,2959,CVX,2015-11-02,2449,WOLFCAMP B,4914,1645,31,209.025,209.025,24.915,24.915,6959.86,7.94918044977596e-02,353.294,15061.443,0.074,4444.407851,0.662,0.005,3.614387903,0.196,0.138,0.952,3.4636504650116
64505.89453125,2960,CVX,2016-01-27,2363,WOLFCAMP D,4922,1407,32,1383.444,1383.444,24.976,24.976,7928.257,2.41028390981699,11500,16807.893,0.062,4771.222159,0.547,0.013,2.432950059,0.239,0.168,0.952,3.02090620994568
53473.3046875,2961,CVX,2016-01-27,2363,WOLFCAMP A,4922,1332,31,208.6,208.6,315.127,315.127,6613.808,2.2275525583898,8250,23051.949,0.051,3703.616316,0.412,0.008,3.028841209,0.16,0.277,0.952,2.80285573005676
96860.875,2962,CVX,2016-01-27,2363,WOLFCAMP B,4902,1276,31,868.865,666.362,22.789,14.652,6928.935,7.88249130713611e-02,353.294,13823.829,0.07,4482.009383,0.677,0.004,3.496779731,0.18,0.154,0.951,2.80419826507568
123757,2963,HANNATHON,2017-04-19,1915,WOLFCAMP A,7726,2746,61,717.044230319149,574.877384574469,198.159905851064,213.280151063831,4338.899,3.21974889346978,8250,12644.729,0.042,2562.311619,0.363,0.026,2.393396555,0.176,0.282,0.789,6.25828790664673
132083,2964,CVX,2015-04-22,2643,WOLFCAMP A,7492,1448,34,198.996,198.996,269.092,269.092,6721.624,1.97256627887971,8250,20370.119,0.043,4182.368972,0.356,0.012,2.170253749,0.152,0.37,0.97,3.79581069946289
102018,2965,CVX,2015-11-04,2447,WOLFCAMP B,7082,1335,32,453.459,544.632,138.612,269.611,6984.73,8.04858038860491e-02,261.262,14053.545,0.063,3246.063124,0.596,0.001,2.750265847,0.185,0.168,0.972,3.58088684082031
75463.390625,2966,CVX,2016-07-27,2181,WOLFCAMP B,6602,1309,30,590.021,360.699,130.209,12.957,6962.58,6.04239118957281e-02,261.262,16172.265,0.062,4323.818035,0.551,0.008,2.914404234,0.168,0.235,0.972,3.38515377044678
79873.609375,2967,CVX,2016-07-27,2181,WOLFCAMP A,6659,1233,29,132.641,293.549,258.536,247.461,6715.119,2.02479989937083,8250,21634.344,0.049,4074.476694,0.374,0.009,2.300036732,0.157,0.355,0.972,3.30075287818909
76833.9609375,2968,CVX,2016-08-01,2176,WOLFCAMP B,7082,1303,30,60.037,60.037,12.957,12.957,6975.536,0.05771284340449,261.262,17908.122,0.065,4526.929962,0.525,0.008,2.847279443,0.173,0.228,0.972,3.54088926315308
86655.4921875,2969,CVX,2016-07-27,2181,WOLFCAMP A,6842,1255,29,60.039,60.039,257.575,257.575,6717.961,2.01269533123107,8250,20980.256,0.048,4098.981039,0.39,0.009,2.302112891,0.157,0.358,0.972,3.37884998321533
99827,2970,CVX,2016-10-20,2096,WOLFCAMP B,6666,1311,30,337.406,337.406,255.926,255.926,6991.971,6.35493927691531e-02,270.509,11118.119,0.05,4256.673246,0.631,0.008,2.755864975,0.174,0.237,0.971,3.40057754516602
115452.15625,2971,CVX,2016-10-20,2096,WOLFCAMP B,6660,1312,30,651.994,321.116,255.63,10.664,6986.448,6.45579180772963e-02,273.326,12899.802,0.057,4233.810633,0.618,0.008,2.804434012,0.174,0.234,0.971,3.40153527259827
129467.84375,2972,CVX,2016-10-20,2096,WOLFCAMP A,7382,1268,30,301.389,301.389,250.404,250.404,6736.045,1.98824461289894,8250,18997.34,0.043,4149.388836,0.365,0.009,2.161750824,0.152,0.385,0.971,3.57184648513794
58821.94921875,2973,CVX,2016-01-16,2374,WOLFCAMP B,7382,1301,40,672.178,492.536,18.552,26.44,6975.785,5.97739094247372e-02,273.326,17090.31,0.065,4572.663937,0.541,0.01,2.840271618,0.173,0.231,0.971,3.73695921897888
142384.78125,2974,CVX,2016-10-20,2096,WOLFCAMP A,7146,1310,30,312.783,325.052,255.525,250.193,6725.592,2.06835489634178,8250,21126.692,0.047,3988.677192,0.365,0.013,2.257491903,0.153,0.376,0.971,3.52553677558899
153923,2975,CVX,2017-06-21,1852,WOLFCAMP B,7246,1675,57,884.371,876.802,68.169,121.685,6943.587,7.90030767361531e-02,362.375,13816.007,0.072,4586.846677,0.67,0.004,3.715891121,0.179,0.148,0.951,4.15515947341919
132634,2976,CVX,2017-07-11,1832,WOLFCAMP B,7180,1382,47,884.434,884.434,141.327,121.685,7065.272,8.32727763975287e-02,362.375,18307.508,0.065,4351.66228,0.536,0.003,3.818399075,0.173,0.189,0.949,3.80270385742188
163286,2977,CVX,2017-10-09,1742,WOLFCAMP B,7080,1735,57,1053.849,975.407,500,70.633,6923.945,7.93264753650808e-02,362.548,14580.382,0.076,4570.327855,0.67,0.003,3.482335927,0.182,0.171,0.948,4.14157056808472
62591.98046875,2978,CVX,2015-10-08,2474,WOLFCAMP B,4746,1675,30,208.146,208.146,6.173,303.365,6941.118,7.81236917739528e-02,351.996,12301.541,0.067,4505.624248,0.704,0.005,3.53172461,0.171,0.149,0.955,2.95403909683228
193723.796875,2979,PXD,2018-08-12,1435,WOLFCAMP B,9939,1993,53,245.792,245.792,500,320.851,5968.835,0.140789362561942,496.66,18914.408,0.076,3527.681289,0.712,0.012,2.687063205,0.189,0.253,0.942,7.02620983123779
135561.203125,2980,PXD,2018-08-12,1435,WOLFCAMP B,9990,1948,56,244.792,244.792,320.851,320.851,6289.686,0.112347179337047,496.66,15434.256,0.077,4420.760743,0.766,0.012,2.701500475,0.198,0.262,0.942,7.09931898117065
102369.1171875,2981,BIRCH,2019-03-07,1228,SPRABERRY LOWER,7563,2471,48,465.78,147.725,359.432,380.853,5098.718,2.842663970302,7250,18169.931,0.055,2550.424558,0.528,0.012,2.499139722,0.225,0.123,0.847,4.64870452880859
142837.609375,2982,BIRCH,2019-03-18,1217,WOLFCAMP A,7674,2554,52,7.473,322.945,285.187,330.699,5429.416,3.04354248595172,8250,16272.392,0.064,2710.657084,0.571,0.013,2.525625924,0.219,0.093,0.847,4.86661243438721
114087.265625,2983,BIRCH,2019-03-05,1230,WOLFCAMP A,8347,2235,54,458.045,234.276,192.491,167.414,5646.984,2.53546551772474,8250,12860.852,0.054,3253.840347,0.521,0.013,2.716748132,0.201,0.21,0.847,4.94616603851318
129819,2984,BIRCH,2019-03-11,1224,WOLFCAMP A,7712,2792,69,189.166,189.166,167.414,167.414,5479.571,3.06157843666374,8250,19845.218,0.062,2694.688433,0.38,0.013,2.760664322,0.221,0.127,0.846,5.10989093780518
204924.65625,2985,BIRCH,2019-03-16,1219,SPRABERRY LOWER,7647,2456,47,189.226,189.226,335.269,335.269,5095.031,2.86449416175355,7250,19363.201,0.055,2530.987878,0.499,0.012,2.453128851,0.226,0.125,0.846,4.66468811035156
131444.359375,2986,BIRCH,2019-03-19,1216,WOLFCAMP B,7672,2302,54,197.095,197.095,85.571,85.571,5714.225,6.48662340975249e-02,221.71,8569.282,0.048,3417.957017,0.62,0.012,2.756648376,0.191,0.194,0.846,4.70866060256958
114361,2987,BIRCH,2019-03-20,1215,SPRABERRY LOWER,7714,2544,41,275.664,275.664,335.269,335.269,4759.762,3.79602776669802,7250,4947.383,0.063,1909.891193,0.889,0.011009,2.214192494,0.183,0.079,0.846,4.75201892852783
87006.9140625,2988,BIRCH,2019-03-28,1207,SPRABERRY LOWER,7699,2486,49,72.296,72.296,6.124,341.393,5101.155,2.85627049078847,7250,20651.01,0.056,2538.275007,0.483,0.012,2.442346457,0.227,0.128,0.847,4.7454776763916
124050.1640625,2989,BIRCH,2019-03-27,1208,WOLFCAMP A,7593,2630,55,66.979,66.979,68.823,68.823,5470.223,3.06932765717299,8250,19993.358,0.061,2687.885075,0.361,0.013,2.780333299,0.221,0.132,0.846,4.92315292358398
77169.9140625,2990,BIRCH,2019-03-27,1208,WOLFCAMP A,7694,2385,56,66.862,66.862,85.571,85.571,5628.654,2.63008905099925,8250,13400.873,0.055,3136.775919,0.487,0.013,2.69587997,0.197,0.216,0.846,4.80542707443237
75475.7890625,2991,BIRCH,2019-03-20,1215,SPRABERRY LOWER,7679,2636,48,126.841,126.841,21.67,321.915,5079.485,3.64828847736987,7250,11901.674,0.064,1987.233204,0.698,0.013,2.645619144,0.2,0.101,0.846,4.85041856765747
146225.890625,2992,BIRCH,2019-03-22,1213,WOLFCAMP A,7688,2565,54,126.544,126.544,227.254,68.823,5401.4,2.94622101962773,8250,16171.363,0.064,2800.197251,0.579,0.013,2.491696851,0.221,0.089,0.846,4.89800977706909
66995.3203125,2993,BIRCH,2019-03-23,1212,WOLFCAMP B,7704,2427,58,132.366,132.366,45.939,273.193,5674.593,6.42644832751283e-02,220.24,9734.018,0.056,3427.087386,0.62,0.012,2.738958619,0.194,0.191,0.846,4.87291193008423
399123,2994,PXD,2018-06-26,1482,WOLFCAMP A,11078,2534,51,439.499,439.499,285.933,285.933,6595.109,2.28074568845928,8250,26808.359,0.063,3617.238012,0.344,0.007,2.733895599,0.209,0.201,0.974,8.76183605194092
391760,2995,PXD,2018-06-26,1482,WOLFCAMP A,11228,2488,50,429.217,429.217,281.851,281.851,6606.326,2.2179067504001,8250,27680.074,0.061,3719.723563,0.288,0.007,2.732496192,0.204,0.224,0.974,8.76828098297119
213222.015625,2996,PXD,2018-01-24,1635,WOLFCAMP B,11260,3012,57,876.591,418.809,279.419,13.028,6874.528,5.93106896757748e-02,251.375,13444.632,0.058,4238.274776,0.52,0.005,2.874612953,0.157,0.268,0.973,9.9118127822876
193594,2997,PXD,2018-01-26,1633,WOLFCAMP B,11260,3020,57,859.144,425.701,281.23,1.241,6887.556,6.08570084654313e-02,251.375,11538.308,0.054,4130.584239,0.554,0.006,2.854858046,0.164,0.253,0.974,9.93074893951416
183486.984375,2998,PXD,2018-01-31,1628,WOLFCAMP B,11240,3017,57,859.047,432.71,2.47,1.241,6888.798,6.26783084746758e-02,261.452,11786.983,0.053,4171.33146,0.542,0.006,2.874076286,0.162,0.252,0.975,9.9099817276001
299607,2999,PXD,2018-07-06,1472,WOLFCAMP A,11228,2559,51,425.668,425.668,289.342,289.342,6589.284,2.24997214657208,8250,28299.109,0.061,3666.712058,0.282,0.008,2.774532362,0.206,0.215,0.975,8.90751361846924
311707,3000,PXD,2018-07-07,1471,WOLFCAMP A,11078,2528,50,435.715,435.715,270.365,270.365,6599.67,2.1974675399604,8250,27853.09,0.058,3754.321668,0.257,0.01,2.707957474,0.196,0.249,0.976,8.73204898834229
208969,3001,PXD,2018-01-30,1629,WOLFCAMP B,11106,3141,54,855.122,426.322,2.47,2.47,6886.328,6.30349688300214e-02,261.452,10778.803,0.052,4147.729504,0.579,0.007,2.847820962,0.165,0.246,0.975,9.95384311676025
213840,3002,PXD,2018-01-26,1633,WOLFCAMP B,11258,3119,54,854.954,424.311,271.253,1.777,6870.923,6.7071962253113e-02,272.354,10905.389,0.053,4060.623707,0.583,0.007,2.883103876,0.163,0.245,0.975,10.0267581939697
228545,3003,PXD,2018-01-24,1635,WOLFCAMP B,9306,3124,54,873.189,429.488,1.777,1.777,6869.146,6.79633772137397e-02,272.354,10717.956,0.055,4007.36413,0.611,0.008,2.888833878,0.165,0.239,0.976,8.49453735351563
54810.83203125,3004,APA,2015-02-10,2714,WOLFCAMP B,4500,2755,29,997.443,997.443,313.64,313.64,6913.77,9.99482362563535e-02,451.034,14172.597,0.051,4512.67593,0.607,0.01,2.527709289,0.161,0.305,0.936,3.52174162864685
53299.0078125,3005,APA,2015-02-11,2713,WOLFCAMP A,4612,1820,17,1454.056,924.987,244.902,134.61,6270.25,2.53657861352263,8250,31821.256,0.058,3252.412504,0.349,0.009,2.718811407,0.193,0.259,0.936,2.90015149116516
80674,3006,APA,2014-10-26,2821,WOLFCAMP B,4425,1872,27,951.474,866.537,119.834,191.368,6673.743,0.103494737249341,452.294,18699.546,0.071,4370.212554,0.632,0.01,2.762971043,0.161,0.284,0.936,2.98670840263367
279407,3007,APA,2017-12-14,1676,WOLFCAMP A,10378,1676,50,391.989,563.303,146.545,265.981,6498.128,1.92650984011779,8250,20092.255,0.056,4282.355495,0.622,0.013,2.994535458,0.179,0.294,0.939,5.45293140411377
135798.0625,3008,APA,2017-12-16,1674,WOLFCAMP B,10374,1677,50,328.291,328.291,260.918,260.918,6764.109,0.112518622567122,446.96,13047.311,0.058,3972.320224,0.672,0.012,2.451305833,0.153,0.332,0.939,5.48699569702148
221041.9375,3009,APA,2017-12-15,1675,WOLFCAMP A,10399,1637,46,327.32,327.32,238.292,238.292,6503.191,1.92639528624364,8250,20481.919,0.059,4282.610147,0.623,0.013,3.005155226,0.181,0.289,0.939,5.35151052474976
125559.5,3010,APA,2017-12-18,1672,WOLFCAMP B,10419,1656,51,435.269,435.269,228.783,228.783,6741.483,0.103094178072685,446.96,12512.871,0.063,4335.453353,0.709,0.011,2.668860802,0.165,0.299,0.939,5.4975700378418
214456.5,3011,APA,2017-12-18,1672,WOLFCAMP A,10380,1659,51,877.974,495.329,242.823,11.594,6512.699,1.93441354645131,8250,23744.482,0.06,4264.858471,0.575,0.013,3.028799805,0.181,0.283,0.939,5.46008634567261
137632,3012,APA,2017-12-20,1670,WOLFCAMP B,10431,1653,51,312.039,434.15,262.661,268.458,6769.563,0.109457432853198,450.578,12098.903,0.061,4116.46782,0.709,0.011,2.517031954,0.154,0.328,0.939,5.50880098342896
403250.40625,3013,OVV,2017-08-09,1803,SPRABERRY LOWER,9867,2116,39,658.556,658.556,1.039,1.039,4458.69,3.83543055204944,7250,14988.217,0.059,1890.27018,0.611,0.015,2.429783837,0.205,0.099,0.884,5.09919881820679
218583.59375,3014,OVV,2017-08-09,1803,WOLFCAMP A,9626,2089,40,605.109,845.598,16.829,3.291,4901.63,3.09280906735202,8250,27937.847,0.057,2667.477953,0.197,0.018,2.547831767,0.197,0.204,0.883,5.02372312545776
180291,3015,OVV,2017-08-09,1803,SPRABERRY LOWER,9643,2663,56,596.85,596.85,1.039,1.039,4457.651,3.63800871699104,7250,14324.391,0.06,1992.848441,0.632,0.015,2.513154772,0.209,0.102,0.883,5.84449100494385
378237.03125,3016,OVV,2017-08-13,1799,WOLFCAMP A,9618,2586,55,604.094,604.094,3.291,3.291,4904.921,3.119144769794,8250,28554.254,0.057,2644.955784,0.187,0.018,2.575321932,0.197,0.209,0.882,5.7950644493103
393741.5,3017,OVV,2017-08-14,1798,SPRABERRY LOWER,9679,2580,54,597.117,597.117,1.326,1.326,4458.977,3.52656207307394,7250,14457.309,0.059,2055.826567,0.618,0.015,2.499793249,0.216,0.107,0.882,5.74308586120605
222915.484375,3018,OVV,2017-08-14,1798,WOLFCAMP A,9695,2540,55,606.586,606.586,16.071,16.071,4920.992,3.39270034194077,8250,24471.751,0.053,2431.691328,0.228,0.018,2.466861695,0.203,0.191,0.881,5.78176593780518
139373.40625,3019,XOM,2018-02-20,1608,WOLFCAMP B,10205,1685,58,308.037,365.259,191.487,183.3,6232.545,8.13865556397199e-02,296.374,12295.723,0.068,3641.559686,0.629,0.019,3.608443735,0.181,0.153,0.912,5.9793176651001
84268.265625,3020,XOM,2018-09-09,1407,WOLFCAMP B,10203,2515,54,404.276,414.127,210.987,214.938,6247.81,8.5040811035518e-02,302.532,10159.788,0.078,3557.491942,0.728,0.019,3.511038073,0.198,0.137,0.912,6.99701642990112
532528.625,3021,XOM,2018-08-28,1419,WOLFCAMP A,10204,1434,35,307.849,307.849,16.374,183.3,6049.245,2.5848804145228,8250,14830.806,0.055,3191.637011,0.442,0.022,3.049101559,0.19,0.226,0.912,5.88589191436768
116285.875,3022,XOM,2018-02-23,1605,WOLFCAMP A,10191,1723,62,422.314,413.134,207.306,199.674,6032.871,2.56621211328693,8250,14538.731,0.056,3214.855061,0.469,0.022,2.931246653,0.196,0.214,0.912,6.06036233901978
97005.5703125,3023,XOM,2018-09-09,1407,WOLFCAMP A,10204,2509,53,827.255,424.113,207.035,7.904,6040.775,2.53418141210224,8250,15654.047,0.056,3255.489114,0.422,0.02,3.142915217,0.191,0.222,0.912,6.93709182739258
69180.828125,3024,XOM,2017-12-14,1676,SPRABERRY LOWER,10294,1410,52,419.399,413.611,62.978,122.914,5573.064,2.6845368516386,7250,23327.146,0.057,2700.652068,0.492,0.018,2.482784879,0.225,0.147,0.912,5.46557331085205
83189.9140625,3025,XOM,2018-01-28,1631,SPRABERRY LOWER,10204,1410,54,397.33,416.557,128.009,131.066,5570.022,2.70921579077836,7250,25602.704,0.061,2676.051138,0.482,0.018,2.494106636,0.226,0.146,0.912,5.45219564437866
122326.875,3026,XOM,2018-08-31,1416,SPRABERRY LOWER,10267,1122,40,417.491,417.491,122.914,122.914,5450.15,2.89822833156957,7250,19053.545,0.054,2501.528234,0.563,0.017,2.231242025,0.22,0.125,0.912,4.85538816452026
104224.6640625,3027,XOM,2018-01-30,1629,SPRABERRY LOWER,10299,1106,45,397.41,397.41,131.066,131.066,5438.956,2.90397080604583,7250,19576.196,0.054,2496.581572,0.543,0.018,2.22547754,0.22,0.124,0.912,4.93084907531738
104840.0078125,3028,XOM,2018-09-08,1408,SPRABERRY LOWER,10200,1108,45,435.228,435.228,124.951,124.951,5445.071,2.90341263288364,7250,20449.668,0.051,2497.061533,0.498,0.018,2.262046989,0.222,0.135,0.912,4.88743352890015
69320.7734375,3029,SURGE,2018-12-12,1313,WOLFCAMP A,8336,56,2,510.916,510.916,4.407,4.407,4673.051,3.60899701485552,8250,14542.404,0.06,2285.953678,0.444,0.017,2.484136597,0.189,0.265,0.794,2.14995193481445
233912.12,3030,SM,2018-07-19,1459,WOLFCAMP A,10311,1876,53,661.941,661.941,30.536,30.536,4635.904,3.29551721602401,8250,9871.903,0.039,2503.400668,0.504,0.018,2.126696162,0.173,0.333,0.833,5.55800247192383
284443.19,3031,SM,2018-07-19,1459,WOLFCAMP A,10315,1871,53,662.483,662.483,30.536,30.536,4605.368,3.13860906119951,8250,9680.311,0.037,2628.552916,0.507,0.017,2.157682057,0.169,0.334,0.832,5.56229639053345
160555,3032,CRWNQST,2019-03-01,1234,WOLFCAMP A,8827,2007,52,750.348,694.161,41.926,74.884,5428.748,3.16959517032625,8250,12237.744,0.053,2602.856061,0.634,0.004,2.648086697,0.206,0.159,0.902,5.18434143066406
128205,3033,CRWNQST,2019-03-03,1232,WOLFCAMP A,8827,2002,50,638.111,634.362,49.414,8.968,5437.717,3.08848990443573,8250,13098.455,0.053,2671.208343,0.607,0.004,2.672764736,0.207,0.158,0.901,5.15288066864014
136189.84375,3034,CRWNQST,2018-05-12,1527,DEAN,8155,1714,39,630.579,471.293,79.302,89.86,5347.857,2.74610748652041,8000,4386.638,0.056,2913.214446,0.878,0.11009,2.149690105,0.208,0.112,0.901,4.67486619949341
123585.15625,3035,CRWNQST,2018-05-10,1529,WOLFCAMP A,6370,1992,48,16.31,16.31,153.227,153.227,5501.084,2.83329367265955,8250,12082.343,0.047,2911.805465,0.57,0.004,2.64697817,0.189,0.226,0.901,4.25892782211304
165661,3036,CRWNQST,2018-05-05,1534,DEAN,8216,1727,41,16.426,16.426,221.971,221.971,5279.113,3.49536092443055,8000,6357.0435,0.062,2288.747907,0.84,0.11009,2.262018701,0.197,0.116,0.902,4.77471780776978
174278,3037,ELEMENT,2018-10-01,1385,WOLFCAMP A,9486,1768,47,2000,1246.213,23.87,500,6468.432,2.29691008299156,8250,17257.907,0.065,3591.781873,0.545,0.011,2.767443813,0.254,0.186,0.68,6.78764486312866
80087,3038,SABLE,2015-04-23,2642,WOLFCAMP B,8795,907,24,2000,1313.476,500,500,4347.109,0.211450440264173,564.479,20482.202,0.07,2669.556986,0.639,0.008,2.823506139,0.224,0.221,0.933,4.41917562484741
362482.15625,3039,FANG,2018-07-28,1450,WOLFCAMP B,13005,1305,32,233.525,233.525,318.145,318.145,6894.947,3.07490215298201e-02,118.729,7097.043,0.056,3861.228556,0.549,0.004,2.660944247,0.172,0.218,0.947,3.37444639205933
80656,3040,SURGE,2016-10-23,2093,SPRABERRY LOWER,7362,1939,33,2000,918.75,356.885,500,4599.805,3.36683801550208,7250,19468.269,0.063,2153.35575,0.542,0.019,2.388417184,0.224,0.151,0.765,4.0730414390564
74452,3041,SURGE,2017-03-15,1950,WOLFCAMP B,6812,1925,44,2000,707.269,103.046,500,5033.536,5.5444162753468e-02,164.539,9031.874,0.062,2967.652352,0.449,0.02,2.736143114,0.187,0.216,0.763,4.00949668884277
165454.125,3042,SURGE,2018-05-16,1523,WOLFCAMP A,10677,2097,39,1238.502,468.415,73.832,398.253,4998.058,2.91003582655158,8250,11989.947,0.061,2835.016643,0.449,0.022,2.684908853,0.207,0.217,0.755,5.86250352859497
33315,3043,FANG,2015-10-09,2473,SPRABERRY LOWER,4906,1441,39,614.164,614.164,500,393.544,4415.87,3.362232859417,7250,15390.577,0.058,2156.305141,0.696,0.023,1.9740177,0.23,0.178,0.836,2.83835911750793
94711.9375,3044,CRWNQST,2019-12-05,955,WOLFCAMP B,9538,1982,43,803.668541598695,649.201341761826,176.282343800979,175.886101141925,5629.396484375,7.47228935387889e-02,278.365,14493.5493057417,0.062,3725.29738634251,0.605058283433135,0.002,5.52068939566247,0.147,0.309,0.91,5.40318822860718
18469.95703125,3045,LPI,2012-02-27,3793,WOLFCAMP D,3968,1084,41,2000,2000,500,500,6706.13,2.90484184403681,11500,14242.864,0.074,3958.907444,0.725,0.013,2.229529338,0.277,0.173,0.751,2.42124152183533
123526,3046,FANG,2017-11-25,1695,WOLFCAMP A,9448,1785,43,981.396,981.396,10.881,10.881,4975.93,2.53126626378845,8250,19961.705,0.056,3259.238318,0.327,0.011,2.708679784,0.198,0.295,0.823,5.3220009803772
115556,3047,FANG,2017-11-25,1695,WOLFCAMP A,9421,1792,44,979.545,979.545,10.881,10.881,4965.05,2.47499618157589,8250,20217.004,0.055,3333.338476,0.31,0.011,2.736389297,0.199,0.288,0.821,5.33771514892578
328119.4375,3048,PXD,2017-05-05,1899,WOLFCAMP A,10407,1700,38,23.015,514.083,500,352.321,6261.837,2.01930761786545,8250,50858.906,0.07,4085.558796,0.256,0.009,3.422256316,0.197,0.226,0.941,6.57677268981934
102696.5546875,3049,PXD,2017-05-05,1899,WOLFCAMP B,10410,1646,41,23.29,23.29,500,352.321,6614.158,0.107934853983177,464.105,30362.67,0.057,4299.862212,0.392,0.011,5.10215539,0.162,0.336,0.941,6.62399435043335
136845,3050,PXD,2015-07-29,2545,WOLFCAMP B,7249,1669,43,2000,333.386,93.576,500,6594.285,0.107577271864115,461.78,25738.287,0.054,4292.542393,0.451,0.009,2.482870507,0.161,0.33,0.94,4.99311780929565
180658.46875,3051,PXD,2018-11-18,1337,WOLFCAMP A,10339,1897,49,1004.131,1006.482,39.507,42.84,6218.997,2.00694439933212,8250,33944.235,0.055,4110.726736,0.347,0.008,2.622097584,0.187,0.343,0.94,7.09262990951538
81437,3052,PXD,2015-03-30,2666,WOLFCAMP B,4410,1712,37,2000,2000,500,500,6540.804,0.127648250155297,461.132,24121.5665,0.054,3612.521123,0.507,0.013,2.483433541,0.187,0.296,0.932,3.56027102470398
83994,3053,PXD,2016-07-11,2197,WOLFCAMP A,4578,1960,55,19.244,455.811,339.984,338.246,6303.988,2.139947801558,8250,39777.417,0.061,3855.234223,0.358,0.009,2.947987042,0.199,0.246,0.934,3.81306457519531
78219,3054,PXD,2016-07-11,2197,WOLFCAMP B,4223,2079,61,19.503,19.503,3.475,338.246,6642.233,0.110587076722429,462.869,23849.696,0.049,4185.561403,0.47,0.01,2.48052762,0.156,0.333,0.933,3.79993104934692
59252,3055,RELIANCE,2014-07-13,2926,SPRABERRY LOWER,7108,1410,36,2000,2000,500,500,5866.713,2.38782427730677,7250,17872.423,0.06,3036.236824,0.63,0.008,2.721228746,0.227,0.142,0.635,4.86569404602051
72894.4609375,3056,OXY,2016-01-10,2380,WOLFCAMP B,7200,1642,47,41.372,41.372,307.366,307.366,5091.638,0.108517220092994,323.961,5374.107,0.045,2985.341863,0.788,0.022,2.588671951,0.191,0.234,0.779,4.84059190750122
101682.5390625,3057,OXY,2016-01-10,2380,WOLFCAMP B,6482,1681,47,41.348,41.348,500,307.366,4784.272,0.118121003786187,323.961,13323.76,0.039,2742.619768,0.526,0.022,2.23518669,0.183,0.282,0.779,4.47922277450562
102101,3058,SURGE,2018-05-04,1535,WOLFCAMP A,9331,1839,36,717.044230319149,574.877384574469,198.159905851064,213.280151063831,5292.66162109375,3.49749579068221,8250,9875.6735,0.069,2358.830573,0.657,0.019,2.532584715,0.213,0.146,0.78,4.91629314422607
128687,3059,LARIO,2017-06-09,1864,WOLFCAMP B,9598,1457,47,26.083,330.271,177.769,269.986,6318.947,7.55184183142642e-02,295.309,6356.599,0.065,3910.423531,0.808,0.012,3.123024979,0.19,0.169,0.859,5.03545951843262
168673,3060,LARIO,2017-06-09,1864,WOLFCAMP B,9527,1484,48,635.29,635.29,85.551,85.551,6233.396,8.12615818639364e-02,290.891,9949.901,0.068,3579.686653,0.706,0.012,3.228812723,0.186,0.148,0.862,5.0419864654541
74083,3061,LARIO,2019-07-06,1107,WOLFCAMP D,9924,1902.5,50,1066.772,1186.876,0.625,1.156,7162.812,3.38649144986604,11500,8391.338,0.069,3395.844983,0.816,0.013,2.658797585,0.228,0.115,0.865,5.89051675796509
117667,3062,SURGE,2015-03-21,2675,WOLFCAMP B,9563,1638,40,2000,505.205,209.259,500,5191.456,7.00978268444717e-02,217.658,14300.124,0.061,3105.060596,0.414,0.028,2.613985237,0.208,0.208,0.788,4.87337160110474
102514.46875,3063,SURGE,2017-05-18,1886,WOLFCAMP A,9321,2205,52,709.877,368.149,366.541,73.175,5164.344,2.89910271583191,8250,16870.407,0.057,2845.708072,0.357,0.022,2.468161665,0.216,0.225,0.786,5.57881212234497
135294.78125,3064,SURGE,2016-11-24,2061,WOLFCAMP A,9470,1881,38,1188.189,311.794,341.775,91.67,5154.465,2.77175458707494,8250,16009.295,0.056,2976.45399,0.375,0.022,2.52975,0.213,0.222,0.787,5.08435535430908
109518,3065,SABALO,2017-08-06,1806,WOLFCAMP A,7610,1985,40,1328.232,1328.232,17.162,17.162,4915.234,3.27736123659675,8250,13270.599,0.047,2517.269048,0.373,0.01,2.391201254,0.191,0.277,0.807,5.60025978088379
112925.375,3066,CRWNQST,2017-09-21,1760,WOLFCAMP A,7684,1820,44,730.779,538.343,110.557,63.1,5489.606,2.95413480978714,8250,12925.242,0.051,2792.695842,0.581,0.012,2.533190518,0.184,0.242,0.897,4.40033388137817
105021.8203125,3067,CRWNQST,2017-12-29,1661,WOLFCAMP A,7687,1838,44,1077.684,333.012,161.193,94.914,5331.592,2.99196811490696,8250,5734.317,0.048,2757.382326,0.774,0.008,2.177960252,0.209,0.118,0.9,4.46904516220093
